ID,NB,ANOMALY,FULLTEXT
13223,51251,0,لاعب مانشستر يونايتد السابق كريستيانو رونالدو عبر تويتر كن قويا تحلى بالإيمان لا تستسلم أبدا
4403,41677,0,وسلاما علي الذين بداخلهم حب كبير ولكنهم ينكرونه فلسطيني جزائسطين فلسطينيون
8761,46376,0,باقي أقل من ساعة اللهم لا سهل إلا ما جعلته سهلا وأنت برحمتك إذا شئت تجعل الحزن سهلا
5450,42822,0,يسعد صباحكماللهم اغفرلناوتب عليناانك انت التواب الرحيم
8353,45921,0,لا تاكل هم حدا لانه وقت همك الكل بيعمل دايت ؛
7023,44478,0,في برايم ويش فيكم مراح يلغي البرايم
14653,52800,0,الوطن غريفة البلا بلدية ما بيهما النيابيةأهالي بلدة غريفة الشوف يناشدون تيمور جنبلاط أن يبدأ
14413,52555,0,نائب كويتي يتحدث
16738,56046,1,هل تعلم ماذا يعني الخلافة الاسلامية لااقصد داعش أن يطبق القرآن الكريم في كل شيء كقانون تسري عليه البلد أن يأخذ ك
13925,52023,0,بين زوج وزوجتهتزوجها فلم يتفق معهاسألوه ما السبب ؟ قال لا أتكلم عن عرضي طلقها فسالوه ما السبب ؟ قال لا أ
1110,38272,0,انتاا الاساسي وبحبك بالأساس
13972,52076,0,كل صوت يرتفع بوجه ضدد المقاومه يمثل انتصار لأسرائيل رحمك الله
270,37414,0,ناطرك في السيارة
2032,39221,0,هزة ارضية خفيفة بقوة درجات على مقياس ريختر وعمق ٤ كيلو تضرب سلسلة جبال لبنان شرق بلدة جونية اللبنانية شمال شرق العاصمة بيروت قبل ساعات
5097,42440,0,الفلوس بقت مكتوب عليها سيسعآ مرش يو قصدى سريعا مرش
5642,43028,0,سورة السجدة وقالوا أئذا ضللنا في الأرض أئنا لفي خلق جديد بل هم بلقاء ربهم كافرون
1855,39036,0,يا لجرأة كفرهم كيف تجرؤوا لقتل نبيهم
2680,39895,0,الي ما يحبك يهتم فيك ويسال والي بحبك متعبك ولا سائل فيك الدنيا بتمشي بالعكس
6115,43525,0,الغرغرة بالماء الدافئ مع ملعقة صغيرة من الملح أربع مرات يوميا هو العلاج الأفضل لتهدئة التهاب الحلق
13419,51468,0,طولي بالك
13812,51897,0,يا رجل يا حلوك قسم بالله أني احبك في الله انت والحلاوة الدنحي هههههههههه اسأل الله ان يجمعني بكم بالجن
17308,57672,0,عاشوراء التي لا تنصر الحق والمستضعفين في كل بلاد المسلمين هي ثورة مقيدة حبيسة العواطف وجدران الحسينيات ليست ثورة الحسين
14094,52208,0,تحسين الحمصيحضرت اليوم ساعة كاملة من القصف عالغوطة من منطقة العدوي في دمشقما هدي القصف دقيقة وحدة وما راح
4758,42071,0,جميل أن تجد روحا تحبك والأجمل أن تحب روحك ف والله ما نفخها فيك سبحانه إلا بيقين منه أنك أهل لها فكن محبا لأمانة من أعظم حبيب
2223,39419,0,الى متى تشرح لك الدنيا انها تصنع البرد لأجل دفء العناق ؟
11786,49647,0,بري مستعدون كي نعطي الحريري ضمانات للنأي بالنفس
15006,53175,0,بهالبلد ، الناس اللي اليوم بتشمت فيك انك مجرم ، تاني يوم هي نفسها بتعملك بطل شو سخيفة اعراض الناس وسهلة المتاجرة فيها ما
12709,50663,0,الشعور المتعب لما تحس ان الكلام أتفه من انك تحكيه ، لكنه أثقل على قلبك من أن تخفيه
927,38085,0,آيرين خارج مبنى بعد تسجيل ميوزك بانك ١٧ نوفمبر ، ٢٠١٧
1031,38192,0,اوراوا ضد نادي الفساديوم السبت اللهم اجعل دفاع الهلال كدفاع الجوفنتوس وخط الوسط مثل الستي وخط الهجوم مثل باريس سا
9310,46970,0,ومن أركان الرجولة أن تتراجع فوريا عن قرار رحيلك امام فيض الدموع
14425,52567,0,بس انا عاجبني
1767,38948,0,معيش نت
10757,48554,0,اوراورا هذا الشيء حق الزعيم و بس
11582,49428,0,لما اتعشا بتعب
2275,39474,0,هل تحركت الدولة عندما حاورت جريدة لبنانية مطلوبا من الدولة اللبنانية ؟
10797,48595,0,وكان الزمان يبعث بي امل اللقاءمن جديدلتحيى تلك المشاعر الذابلهكأوراق الربيع في قلوبآذاقتلوع
11087,48906,0,سبحان الذي أسرى بعبده ليلا من المسجد الحرام إلى المسجد الأقصى الذي باركنا حوله ارض الانبياء التي وصا جميعهم بها س
2172,39365,0,ولا حياة لمن تنادي
5766,43158,0,كل خوفي أن أكون لاشيء عند الله
7602,45095,0,بأتكبر عليكم
17211,57429,0,صديق يمني اخوه بداعش اقسم بالله انو هاني خدلك بريك زعيم تنظيم داعش اليمن فمن نصدق
16380,54681,0,الخبث بأبهى صورة
650,37803,1,ابوك لابو سرطان البحر انتظر الإسبوع كله علمود اشوفك صورتك مو صورة سرطان يا عديم الاحساس
11858,49724,0,والله قولتله كده قولتله انا مالي ده هو اللي علق و اول لما مشيت لقيته سكت
11234,49065,0,اوكي طمنتيني علي مستقبلي هتوحشيني اوي
5376,42736,0,بارك الله لهما وبارك عليهما وجمع بينهما بخير
11671,49524,0,شلونك حمزة
804,37959,0,مع الحيوانات
13248,51277,0,دي فرانشيسكو لا ينبغي أن نفضل ملاقاة خصم على آخر ، في ربع النهائي حتما ستواجه فريق كبير ويجب أن تكون جاه
17682,65716,0,عندك مليون حق
15597,53812,0,ابدع الشاعر احمد رامي بقصائده لأم كلثوم وتفردت ام كلثوم بنجومية لمعان القصيد
2947,40170,0,اذا ترتجي من ربك لحالتك تغيير عليك ان تغير ما بنفسك قبل ترجيه اذا قال كن ما يعتبر مستحيل يصير يا كم ميت يحييه وكم غارق ينجيه
16704,55986,0,جمالي للوقوف خلف الدولة ومؤسساتها وأجهزتها الامنية الشرعية
5100,42443,0,هذا للايفون ام للگلكسي ؟
2779,39998,0,هاااااي ياروووووح جمال خارق حارق متفجر فخامة
17368,65374,0,ان شاء الله دووووم
439,37589,0,عدد الأيام التي فتح فيها معبر رفح خلال السنين الماضية
17637,65664,0,ياصباح عيونك اللي مابعدها حب
13943,52044,0,تعرف علي جميع القنوات الناقلة لكأس العالم حول العالم شيرنج مجاني و كل التفاصيل هذا الموضوع سيكون
10474,48244,0,مع سمو سلمان أل خليفة الأتحاد الأسيوي ملف الحظر الكلي عن العراق
10968,48783,0,اللقاء بين الرئيس الاسد والرئيس بوتين لقاء المنتصرين في الحرب سوتشي هي يالطا العصر الحديث ، حيث اجتمع قادة الحلفاء المنت
9835,47531,0,قلبي معك للأسف بيحصل لي الموقف ده كتير وباحاول أتجنب الذهاب لأي مصلحه حكوميه أو أضطر أدفع لحد يخلصلي أوراقي اللي بيقولوا لك إزاي١
12392,50308,0,أنا خسرت أحبابوأيام وأحلامما عاد تفرق لوخسرتك وراهم
5704,43093,1,شوف هذا الحمار السعودي عود يحشش هوه الوصخ وين الربط
15392,53590,0,اووف
5041,42378,0,كن طري القلب كن سمحا رقيقا مثلما أي حجر لا تكن مثل
17407,65413,0,الكذب حرام يختي
6471,43900,0,اتركوا الحسد وتمنوا الخير لغيركم واحسنوانواياكم فعلى نياتكم ترزقون ،،،
8338,45906,0,الف مبرووووووووووووكالنوارس بطلا لكاس السوبر العراقي بعد الفوز على الجوية بركلات الترجيح
8760,46374,0,فوائد الكرفس
7025,44480,0,فقلت استغفروا ربكم انه كان غفارا يرسل السماء عليكم مدرارا ويمددكم بأموال و بنين ويجعل لكم جنات ويجعل لكم أنهارا
9902,47607,0,من أعتمد على الله لامل ولاقل ولاضل ولاذل ، اللهم إني وكلت أمري إليك ،
9352,47017,0,وحدتنا خالصنا
3603,40851,0,لا ما لغو حاجة لحتى الان ، انا بحكي عالقصة هاي بتصير كل مرة
7258,44727,0,صح لسانك
12833,50800,0,الزمالك هيلعب انهاردة فا ارحمونا بقى من حواراتكو دى
3205,40436,0,مارسيل غانم رمز إعلامي مميز وملاحقته وصمة عار على جبين دولة القانون والمؤسسات متضامنون معك ولن نقبل بمس
1450,38622,0,الشناوى مجدى جبر علاء العجان روقه حازممدبولى حفنى جمعة كاسونجو
17662,65693,0,مين قصدك ؟ دولة الرئيس القائد الزعيم البيك الخواجة أبو السلفي سعد الحريري ؟
1882,39063,0,توزيع فحم التدفئة والحرامات والسجاد والألبسة والإسفنجات على المهجرين قسرآ من حلب الى ريف ادلب ضمن المرحلة الأولى من حملة
4544,41826,0,نظامي الأسدي اشرف منك ومن هل الثوره يلي كلكون حرامية بس مارحت غيرعلى الشعب
2833,40052,0,وأنا أنتظر الله
2229,39425,0,نحنا ما قتلنا اطفال و نحنا كنا عم نقاتل عدو و اكبر دليل انو خليناهم يروحو بالباصات سالمين غانمين للنسوا
13373,51419,1,مريض نفسي يحاول ينشر الفتنة بينا وبين إخوانا الشيعة العربعنصري همجي متخلف كل أشكال الخبث والحقد والفتنة تتشكل بهالتافه
10906,48720,0,شنو هاظا فهمتش
3813,41066,0,شبه امي
6223,43640,0,اغنيهالك مفيش فلوس يا حلاوه مفيش فلوس يا حلولي
18040,66155,0,الاعضاء يصوتون حاليا لاختيار رئيس مجلس الامه بإذن الله تجي علي مايتمناه الشعب
16309,54595,0,شوو
11181,49007,0,أن تكون ا ذلك يعني أن تشق طريقك متعلقا بالله لا شيء آخر رنا علي
1274,38442,1,لعنكم الله فورا وقفتو مع بشار
10021,47745,1,عبر سعيد السعودية قامت بخطأ استراتيجي الحريري لا يزال الضغط آل سعود
10075,47802,0,وان كادوا ليستفزونك من الارض ليخرجوك منها واذا لا يلبثون خلافك الا قليلا
12679,50628,0,صباح الخير مامتو سلامتج
8881,46503,0,الحرس الثوري والحشد وحزب الله والنظام السوري ولواء فاطميون هذول الي مشاركين بمعارك الحدود وخسائرهم
14300,52437,0,سبحان الله العظيم
14582,52727,0,الحسينية المقدسة المخيم الحسينيالسلام على الخيام الخاليات من اهل بيت النبوة
6536,43969,0,الي اخترع قصة نبش الفيس ع منشورات قديمة بدو حرق كل شوية طالعلنا منشور قديم ارحمونا
5831,43227,1,المسحيين طااهرين حتى بناتهم طااهرات مو زى الانجاس اهلينا
7330,44806,0,يا رب علمني إقبل كل أمر مش قادر أبدا غيرو و علمني كيف إقبلو و إتأقلم و عيش معو
4139,41403,0,سعادة ردا على الجراح من اعتاد على الرشوة ينظر الى غيره من مرآة
8891,46515,0,الغواصة الأرجنتينية لا تزال مختفية وناسا تنضم لعمليات
10036,47760,0,شاهدوا الأسماك معي في البحر الأحمر
9850,47549,0,لحالكو
16718,56014,0,بماذا أفتى أمير في لأمير التنظيم في خلال حصاره في معركة تحرير الجرود ؟ الوحدة في ذكر
3684,40934,0,ها قد أثبتت التجربة الأخيرة مع رئيس مجلس الوزراء أن لبنان ليس مجرد دولة أو أرض يسكنها مواطنون يختلفون بالمذاهب
4130,41393,0,قال عضو الهيئة الإسلامية المسيحية لنصرة المقدسات الأب مانويل مسلم ، إن رئيس السلطة الفلسطينية محمود عباس وملك الأردن عبد ا
7954,45485,0,يحسسك ان اللي طلب يتصور معاه ، مافيه اي تعابير في ال
1454,38626,0,اللهم انتقم من ظالمين القتله من ال سعود مجرمين العصر وطغات وظالمين وقاتلين الشعوب الأبرياء
17494,65505,0,تشرفت بزيارة مرقد الامام الكاظم في بغداد وتعلمت الكثير عن تاريخ هذا المرقد والأعمال الخيرية التي يقوم بها
18032,66146,0,اخ ياااا قلبببببي
7842,45368,0,ليش تحسسني ان ضد العراق حبيبي لو اني و سارة وميس و سولاف ضدكم كا
305,37450,0,أبي أكل
6540,43973,0,نفهم من كل مايدور في الملعب انه المواطن هو الوحيد اللذي يتحمل كل هذا الظلم الويل لكم من دعاء مظلوم الويل لكم من دعاء مظلوم
8683,46291,0,الحمدلله لأن رحمته تغمرنا في كل حين ، الحمدلله حمدا تطيب به الحياة ، الحمدلله حمدا نتجاوز به كل ضيق الحمدلله
4326,41598,0,اللي بيقولك أنت مش فارق معاي ، أعرف أنه ليل نهار صاحي نايم عاطس كاحح جايب سيرتك
4625,41923,0,صوت ضجة بالمدينةوالنبي مغشي عليهضجت الأملاك كلهاآه واحزني عليهفاطمة الزهراء تنعىمن يعزيني عليهعظم الله لك الاجر م
8192,45748,0,تصالحت مع العالم وعفوت عن الغائبينوعذرت اصدقائي الراحلين منذ ان عرفتك
4188,41453,0,رب اشرح لي صدري و يسر لي أمري
16842,56242,1,فرات بوست تنظيم الدولة يتبنى عبر بيان رسمي قتل القيادي في قسد محمد علي النومان صباح اليوم برصاص أحد عناصره على أطراف م
10814,48613,0,استاذة رابعة اتمنى استضافة استضافة الفنانة فيفيان مراد ، و الفنانة نيلي مقدسي و الفنانة عبير نعمة و الفنانة تانيا ق
5744,43134,0,سلام عليكم ايها الاحبة اينما كنتم وفقكم الله لكل خير وابعد عنكم كل سوء
856,38012,0,كأن الايام دهاليز شحيحة الضوء كابية يقودك الواحد منها الى الاخر فتنقادلا تنتظر شيئا تواصل لا فرح لا حزن
17460,65469,0,الرئيس عون استقبل بحضور النائب ادي معلوف ، الأمين العام لاتحادات النقابات السياحية جان بيروتي ونقيب اصحاب المطاعم والمقاه
5408,42772,0,لماذا علينا التوقف عن تناول الأرز ؟ راديو بانوراما
16241,54513,0,مدينتين هما لقلبي دواء النجف حيث مسقط الرأس والنبطية حيث الطيب والهواء هل لتراب أرضك من شمة سرمدية ؟
62,37205,0,يوما ما سأقول لم يكن الأمر سهلا ولكنني فعلتها
6553,43986,0,صباح الفارس الثقل و الشموخ و ارتفاع المقاام صباح الفارس
6815,44260,0,واعلم انني في يوم سألقي الله في خجل اداري فيه عصياني
11982,49856,0,هلقد بحبك
3239,40472,0,إن هؤلاء يحبون العاجلة ويذرون وراءهم يوما ثقيلا الانسان
1714,38893,0,دولة الحبيب حماك الله لو يدركون هذا الكلام
6175,43590,1,هههههه الله يكون في عونك يا جاهل يا أيها الأبله
2035,39224,0,دفي حالك
83,37226,0,هي الحياة تنادي الناس منذرةبيوم جمع عظيم ما له ثانوأرسلت للورى مكتوبها علنا عنوانه كل ما
12453,50373,0,هو خير ل لأن الأزمة عززت لحمتها الداخلية ، وتشبعت صدور القطريين بنسائم العزة والإباء التي هبت عليها من ضراوة الأحدا
5166,42515,0,عساكي أطيب
14405,52547,0,تعال ولا تجي ، واثنينهم صعبات
1417,38587,0,اليوم و الله و وغدا وكل من تريد تصنيفه سيكون على لائحة بدون نقاش هذه
7690,45192,0,أفكار شاذة يجب منعها و أمثال الرميان مكانه السجن و ليس عقد دورات تشكك فى عقيدتنامنع هذه
920,38078,0,سليمان فرنجية ليس بحاجة لألقاب فهو منهج بالكرامة والفخامة واسمه فقط لقب عظيم
946,38104,0,قاعدينلكو
7577,45069,0,ومنقول صباح الخيراااات
16530,55670,0,لم يفاجئني خطاب نصرالله اليوم ولكنه جعلني استعرض مشهد الدولة ، فرأيته اشبه بالركام لا سيادة وسلاح متفلت دستور مغيب محاصة
10568,48348,0,سعد حساب ستار سعد على مواقع التواصل الاجتماعيوالبيان الصادر من الفنان ستار سعد للتمييز بين الصفحات الرسميه والمز
1243,38411,0,بالفيديو نجوى كرم تغني لماجدة الرومي فما رأيكم ؟
5714,43103,0,الجيش السوري وحلفاؤه يصلون إلى ضفة نهر الفرات غرب مدينة البوكمال الشعبي
16320,54610,0,برومو نيللي كريم تكشف موعد عرض فيلم خط دم بمشاركة ظافر العابدين
17736,65780,0,ادعيلي
10985,48802,0,تحديث ويبو تشانيول كيف حال المعجبين الصينين ؟ الثلج بدأ بالفعل في كوريا ، والطقس اصبح بارد اكثر ايضا المعجبين الص
15109,53287,0,تحياتي للدكتور طارق و الف مبروك التميز و جهود مجلس الاعتماد مشكورة و مشهودة الى الامام
4420,41696,0,شجار عائلي في رهط وسط اطلاق نار متبادل وهناك اصابات
9102,46745,0,و ان سألوني عن تاج راسي سأقول لهم بكل فخر حذاء أمي
15762,53984,0,كفو ولله يامستشار مرتضى
3755,41007,0,ما أغلى هالضحكةالشهيد مرعي
1639,38816,0,لكن مراح ترجعي
8470,46050,0,عندي أسلوب إعتذار يخلي الزعلان يزعل زيادة
14144,52265,0,خيرة كلمة تخليك قنوع بكل حاجة تصير لك حلوه ولا مره
2916,40138,0,الله يخليلنا هي الضحكة وهي الطلة الحلوة لأحلى سليمان بيك
9172,46824,0,مواقف لا تنسى
8195,45751,0,القبايل العدنانيه منها قريش اللذي قال بها النبي كان الملك لحمير ثم اصبح لقريش ث
10598,48382,0,اذا ابصر يعني ابصر الضوء فرآه فمشي ااحال
16886,56367,0,شعب مستقيل من مفهوم الدولة ١٠٠٠ ٪ بس جندي مغوار لزعيمه و حزبه و الطايفة انسى ما توجع راسك و ح
7414,44895,0,كيف رأيت صنع الله ؟ ما رأيت الا جميلا عن نظرة العاشق ورؤيته
10924,48738,0,بعد تطهير ارض العراق من فئران داعش أين يختبيء كبير الفئران الخليفة بلا خلافة في دولة الصنع أم محتجز بتهمة الفسا
492,37642,0,هو نص وجه ابوك اللي من فوق فين يا ولد
16879,56339,1,اقسم بالله انه مخك ضارب البيان مزور وحتى الحمار الي دبلجه نسي انه جبهة تحرير الشام اندمجت وصارت هيئ
10813,48612,0,دفعتي
6675,44119,0,سعد الحريري اول مرة تكون سببا لوحدة لبناناذا عدت الى لبنان فلا تهدم ما بنيته بغيابكلا تكن سببا لخراب البلد مهما كان السبب ملحا
10931,48745,0,والله نصيحه اتركوه وحاله فكل ما كتبتم اذداد جمهور المستغبل غباء
10633,48418,0,تعالي افطرك عندي
5537,42920,0,اعوذ بالله كل شي ولا القتل
16231,54502,0,الأشخاص الذين قامو بأشياء خاطئه في حقك سيعتقدون دائما إن رسائلك موجهة إليهم تقنيون
10967,48782,0,الرئيس سعد الحريري وصل إلى
11416,49254,0,لن تكون قمرا رائعا ، الا بعد ان يحاصرک كل هذا الظلام
8439,46017,0,آلة قتل كأنه العالم ناقص مجرم جديد
12713,50667,0,الغرب يقاتلنا من أجل الثروات ونحن نقتل بعضنا من أجل التفاهات
5098,42441,0,الزيدي استهداف حركة النجباء امريكيا بداية لاستهداف باقي فصائل المقاومة
3353,40592,0,على هذه الأرض ما يستحق الحياة النا
16452,55540,0,اللهم اشفهم واشف مرضى المسلمين
13343,51386,0,الحسينية المقدسة خيمتناقال رسول الله صلى الله عليه وآله من زار الحسين بعد موته فله
12075,49956,0,تحديث ويبو وويفان
7611,45105,0,بسم الله الرحمن الرحيم اعتقد الجواب قرية كبيسة
3176,40404,0,لست التي شاءت ولكني أناأهب الفؤاد النبض حين أشاءلست الفراشة في ربيعي إنماتتلونين كأنك الحرباء يا رب سلم
11614,49462,0,السلام على علي بن موسى الرضا
17569,65591,0,ترو
2189,39383,0,مسا اللعنات المتتالية ع الاحتلال حتى لا ننسى الاحتلال هو السبب في كل الي احنا فيه الى جوار ثلة الخيانة من تبعات أس
7595,45088,0,نجيم تستقبل الشتاء بإطلالة فخمة من كارولينا هيريرا
13309,51344,0,ليس عيبأ أن أبحث عن من يكمل لي نصف ديني بل العيب و الحرام أن اتبع خطوات الشيطان اريد استر على نفسي واستر على امر
4240,41510,0,المنجم المسمى سيبرابيلاد الذي إكتشف في البرازيل أنتج أضخم سبيكة ذهب إذ بلغ وزنها كيلو غرام دفعة واحدة
3568,40816,0,مايعنز في الشدايد سوى الساس المتين ومايشيل حمول الاصحاب غير فحولها ولاحداك الوقت واحتجت في الشده عوين لاتدور غير قر
17809,65859,0,أنصفوا حملة الشهادات العليا المعطلين عن العمل في العراق ضمان حقوقنا في موازنة ٢٠٢١ مطلبنا تجمع وطن للشهادات العليا ان
182,37326,0,لا يهمني ان اكون شخص كامل ، يكفيني ان اكون ، شخص لا ينافق ، ولا يخون ، ولا يجامل ، ولا يعرف الناس وقت الحاجه
16212,54482,0,من وين بتفكر انت ؟ اذا ام صالح ما بدها انه ينسجن لانه لولاه كان ما صار شي وبعدين هو
17802,65852,0,صدقت هولاء أشخاص وظيفة خسارة الفريق و الانتقاد لما يفوز الفريق سكوت لا وجود لهم مثل الحرباء باي مكان يتغير لونها
10393,48148,0,الوقت مع القهوة يمضي دون أن تشعر تماما كالوقت الذي يمضي برفقة من تحب
13505,51566,0,الأسد ليس موظفا لا عند ترامب ولا غيره لتتم معاقبته نحن دولة ذات سيادة ولسنا جمهورية موز ومستعدون للدفا
8360,45928,0,اشترك الان بقناة اعلام دائرة التشغيل في النجف الاشف على التلكرام ليصلك كل ما هو جديد اولا باول من الاخبار
3761,41013,0,البنت لما بتتعلق بحد ، مهما كانت غلطانة فية بتروح تصالحه تعلق البنت بيك مش لعبة ، دي سابت روحها بين إيديك
12625,50561,0,الطموح بعيد ، والنظره بعيده
17169,57345,0,ماذا يعني الله سلم الطائرتين المسيرتين اللتين سقطتا في الجنوبية إلى اللبناني وهل الدولة اللبنانية
2224,39420,0,لما تاخد الترجمة من جوجل
3211,40442,0,كل كسر يهون إلا كسر الشعور
4671,41977,0,رحم الله عبدا قال خير فغنم او سكت عن سوء فسلم
16346,54639,0,عيش وحدك صير غالي فارگ الناس الترخصك صير واحد لا يبالي تقنيون
15084,53261,0,مين برشلونه
4542,41824,0,بين الواقع و الخيال غلط إنك تدمج
9691,47375,0,يلا هاجموا حزب الله تعو هاجموا اسرائيل وانهزمت انتو بتخافوا من اول صاروخ
13192,51218,0,الراحل محمد علي كلاي يتشرف بزيارة أبي الفضل العباس عليه السلام ، كربلاء ١٩٩٠م
9857,47557,0,لا تقف الحياة عند أحد التجاهل بالتجاهل
4661,41965,0,طفرصة جديدة أعطيت للبنان ليخرج من العاصفة كتبت هيام عيد في صحيفة الديار انتقدت مصادر سياسية مطلعة ، حجم
6428,43853,0,الأقل سوي منشن لحسابي تفشخ الطقطقة بدون وجهة حق
13181,51206,0,اللهم تب علي
16465,55565,0,محددد يعرفها فيكرتويت
286,37430,0,يا معالي الوزير شبعنا كلام اما تصرفوا أو انصرفوا لأنني لا انسى عبارتك الشهيرة وهيالأسد سيرحل سياسيا
5951,43355,0,الليله يقول قضا الليل
9193,46846,1,آل سعود هي عز لكل ارهابي قاتل منحرف خلقا و اخلاقا آل سعود كم طفل قتلتم في اليمن آل سعود للموت
9637,47319,0,الصالونات ام الحبجواز الصالونات طبعا الحب ديما في تضحية فوق طاقه اى انسان
12311,50217,0,اتقدم باحر التهاني من الصديق الدكتور شادي ابو جزر بمناسبة حصوله علي درجة الدكتوراه في الهندسة البيئية من الجامعة
8234,45792,0,حتى الرأفة ف حاصل ضرب المحبة ف تكويني السيكولوجي ميجبهاش
15640,53858,0,عيتانيمين زياد عيتانيبغض النظر ان كان متهم او بريءان كان مظلوم في كتير مظلومين بالسجون وخارج السجونلماذا
4382,41656,0,والله توتو ما عندي جواب متاكد من عنده بس الي اعرفه انه الكبد يتكون بهالطريقة عن طريق ايعازات تفرزها ال
10891,48705,0,ما اروعك وما اروع الموصل ناسا و مكانا
15968,54211,0,كل متوقع أت ، وكل أت قريب
4536,41818,0,كثير لا يعلم أنه يوجد حساب في البنك باسم عثمان بن عفان ، نوه بوجود دار لعثمان بن عفان في الجهة الشرقية للمس
14135,52254,0,والله يبني حتي لو صفر انتو فاهمين جمهور الزمالك غلط تصبح ع خير يا صاحبي وخلو بالكوا من وليد ماشي
3130,40358,0,المقطع كامل او اسم البطلة المهم نشوفه
5871,43269,0,كيف استمر زواجكما ل عاما ؟ نحن من جيل إذا انكسر شيء نصلحه لا نرميه لماذا اصبح سهلا نجران الان
2480,39683,0,واحسرتاه فقدنا سيد البشر في يوم ثامن والعشرين من صفر وامحمداه
9317,46979,0,بتحس حالك مطلوب مراجعة بالمحكمة القضائية اسمك الثلاثي وناقص يكتبو رقمك الوطني هههه
15214,53398,0,عيتانيالحقيقة ضايعةما تستخفو بعقول الناسكل اللي صار صفقة انتخابية
15824,54051,0,هذا حانا بغزة
10267,48011,0,لماذا الرجال لا صباح لهم
15623,53840,0,لازم يتحاكم لانه حول مصر لعزبة تتحكم فيها الاهواء والمصالح الشخصية له ولعصابته
10725,48516,0,قصدي من مثالاتها صححها ضعيفة بالعربية
12046,49924,0,صبااح النور
10939,48753,0,أتمنى استضافة نجوم شباب و فنانون مثل النجم ناصيف زيتون و النجم نادر الأتات و النجم سعد رمضان و النجم جوزيف عطية
3351,40590,0,متأذي
10225,47965,0,مراسلة الجديد الوزير نهاد المشنوق موجود في منزل الرئيس سعد الحريري
969,38127,0,يا أيها الملك الأجل مكانةبين الملوك ، ويا أعز قبيلا
13811,51896,0,هذه ليلتي وحلم حياتيبين ماضي من الزمان وات
5856,43253,0,تعال ابعض مكوتك مع هالصبح
6578,44014,0,اللهم ابعد عني المنافقين و ذو الوجهين ومن يظهر لي حبه و في باطنه خبث اللهم اكفني شر خلقك
1143,38308,0,وعلى طاري الشووق ترى ماغيرك انتظر
4643,41941,0,ماذا بعد عودة الحريري ؟ اوضحت مصادر مواكبة لاستعدادات عودة الرئيس سعد الحريري الى لبنان لصحيفة الجمهورية ان
14663,52810,0,يا الله إجعل هذه الأيام تمر بسلام ، فإنه أنت السلام ومنك السلام
9466,47137,0,الشرق الأوسط تشارك في اعمال منتدى لجان التواصل المجتمعي للبلديات
13674,51750,0,هالالوان مو حق الجامعهمو حق الجامعه اتقوا الله
9067,46708,0,والله حرامات يا عراق
5113,42458,0,ما تبحث عنه لا يبحث عنك ، تأقلم
6588,44027,0,المسلسل حلو ؟ تنصحوني اتابعه ؟
2292,39491,0,رابطه الغير محبين للصحيان بدري
18063,66184,0,فش حد بيشتغل بشطارته وكله رزقه على ربنا اذا بتشتغل وربنا مكرمك تتريقش ع الناس
13168,51193,0,عن الاحساء هي ولايه ايرانيه وسوف تعود في القريب العاجل
5836,43233,0,ما بتعملو شي بتقدرو تتوسلو اسرائيل تعمل حرب عل لبنان وبتقدرو تدعمو الارهاب وتصدرو الوهابية
5188,42539,0,متبقي اللحلم الآسيوي اوراورا
8088,45636,0,الخليلطواقم بلدية الخليل تفتح سدة خربة قلقس بعد إغلاق دام عاما وقوات الاحتلال تحاول منع المواطنين من المرور شبكة الزيتونة الاعلامية
16435,55520,0,صدقة عن روح أبي وأمي رحمهما الله وأرواح المسلمين والمسلمات ، أرجوا قراءتها وعمل رتويت لها
9365,47030,0,شيرين و اليسا مشاعر
4805,42123,0,صور بانقتان في كواليس بروفة حفل
16997,56802,0,يا ابن الحرام ادلب تباد في هذه اللحظة ، وانت تقول جبهة النصرة وتركت كل ارهاب روسيا والنظام
17583,65606,0,اللهم فرج هموما انت تعلمهاوارزقنا السكينه من غير جذع ولا ملل
1033,38194,0,يارسول الله ياخيرة الله وكهف الايتام والضعفاءلو ترى المنبر الذي كنت تعلوه علاه الظلام ب
8568,46161,0,تعليم صف المشاغبين غضبك وعصبيتك أمام الطلاب لن تغير فيهم بصوتك المرتفعلن يتأثروا من أجلكسيضجكون علنا وسرا فلا تره
17543,65561,0,اذا إستمر الوضع هكذا ستخسرني الدولة ك مواطن صالح
13224,51252,0,عاش والله بوظ اللى عمله طول حياته
10135,47869,0,عندما يكون لنا اشقاء عرب اوفياء نأمن غدرهم لا يطعنونا بلظهر بلسلم لا بلحرب
12308,50214,0,رب السماوات والأرض وما بينهما الرحمن لا يملكون منه خطابا النبإ
17010,56824,0,من الواضح أن رفض الجولاني دخول بعض الوحدات من الجيش الوطني ووضع قيود وشروط محاولة لإفراغ مفهوم المساندة والمؤازرة من م
8992,46629,1,تاج راسك الزوراء والارسنال احجي مثل اسلوبك العفن اكبر منك ومن تاريخك ياوضيع روح تلوك بلكي يطوك كم ريال
7753,45262,0,الله يعقلها الذكر على نياق وسمها مطرق على الفخذ ومطرقين على العضد من يمين
1012,38171,0,إطلاق نار من برج عسكري إسرائيلي تجاه أراضي المواطنين شرقي بلدة خزاعة
10515,48288,0,الملك فاروق والملك عبد العزيز ال سعود في ضيافة قبيلة الحويطات مصر ، محافظة الشرقية عام الشيخ اسماعيل بيك شديد شي
