ANOMALY,FULLTEXT
0,اخ وليد ليس هو الموقف الاول الذي يتجاوز به جبران باسيل رئيس الحكومه ولان الشيخ سعد لم يضع له حد…
1,مفطر ياكلب عم تتطاول عالدين وتجرح مشاعرنا هئهئهئ 😭
0,لمحه سريعه عمعظم الاخبار المتناقله علي وسايل الام وقد لا يفوت خبر او مقال ما في اسم جبران باسيل بحرب موجهه وممنهجه لت…
0,جبران باسيل هدد اسرائيل بامنها وقال اذا كانت اسرائيل تريد حقا ان تضمن امنها وهذا من حقها اذا عليها ان تتوقف عن الاعتداء…
0,كان لازم نسال صاحب السمو الامير طال عمرو اذا منخصم تكاليف نقل جثث الجنود اللبنانين الي ذبحتهم جبهه النصره من الوديعه
0,ايه هيك حلم جبران باسيل بدو يعمل هيك
0,بتوصف جبران باسيل بغير المؤهل لرئاسه التيار
0,فوق راسو بس ما حددت ايا راس منن
0,شو قصتك يازلمي   ؟   بتضلك مرتبك وكان اللواء عثمان راح يجيب اجلك ويجيب لك عقد نفسيه مع انو انت بتقول انو…
0,لك وهاب حبيبي في دكتور شاطر اذا بتحب ببعتلك العنوان  بعالجك والله  انا بس كرمال ما تبليش تلبوس سوبر مان وتكسر ش…
0,صديقي حضرتك غلطان طلال ارسلان ما شارك ولا وقع علي قانون الانتخابي المجلس المذهبي يلي نقر بمج…
1,جبران باسيل انت متعود علي تاديه الادوار القذره؛ فلا غرابه
1,يا امعه ياربع رجال بيشرفك اللواء ياجاهل الجاهليه
0,يلي بدو يخون جبران باسيل بدو يسمع الجواب
0,عماد عثمان رمز الفساد وكل مين عم يشد عايدوا
1,لعمي ما اكذب منك الا جريده الاخبار خراس عند هالصبح
0,عجائب اخر الزمان
0,ما تعتل هم  وما بصير غير ع ذوقك ويلي بدك اياه شو بدك طلوب وتمني وكل حدا ما بتحبو لا…
0,صراع الجبل رسائل سوريه لجنبلاط  ؟
0,الرئيس ميشال عون الرئيس العربي الاصيل
0,انت عم تحكي عين الحق
0,رائع جدا جدا هذا مثل
1,الله لا يعطيك العافيه شو لسانك بيسبك تفكيرك سكوت يازلمي
0,يا اسيد انت
0,يا كثرهمم
0,وهاب ل المشنوق الذي يستقوي علي الصغار ويهاب الكبار يكون رعديدا …
0,القمه التنمويه اقرت اقتراحا لبنانيا مهما في شان ازمه النازحين واللاجئين سيذيعه وزير الخارجيه والمغتربين في حكومه تصريف ا…
1,الاناء ينضح بما فيه عثمان رجل دوله وانت قاتل محمد ابو ذياب
0,رئيس مجلس النواب واسطته قويه و…
0,فيديو وزير الخارجيه اللبناني جبران باسيل امير قطر كسر حصار قطر في بادره لكسر الحصار علي القمه العربيه الاقتصادي…
1,بدك تعود حالك انو ال مليار الدين العام رح يصيرو مليار ورح تضلك تهتف يامسطول بالروح بالدم منفديك يازعيم  والله ليوصل عواكم علي قبرص من الفقر
1,ولا طهر نيعك قبل ما تجيب اسم البيك ياصعلوك
0,اهلا وسهلا بكلامك الوطني فعلا محترم
0,بالعكس هنا سيكتب التاريخ
0,من الاخر المعيار الاخلاقي الاهم اليوم هو معارضه الاسد اذا مالك معارض للاسد فانت اما عندك نقص بالمعلومات فاستدرك النقص او انك…
0,يعني انا كل ما شوف زياد اسود بيحلي بعيني جبران باسيل ما عم بفهم ليش منن اصحاب
1,منافقين كذابين
1,يربطوك بمجرور فيو جرذان ياوئام وهاب العقاب لوهاب وهاب قاتل ابو دياب
1,انت كون زلمي بالاول او رجال او شي نوع من جنس ادام وما تتخبا بحساب وهمي رجاع تعا بهور وقلل اخلاق
0,لا يزال نصفك عالق في الصندوق الاسود فكر فيا
0,فلو السورين من لبنان بي وكان الدين العام مليار اما في صار الدين العام مليار
1,كول هوا بترتاح
1,اول واحد لازم يدخل السجن هو انت ايها المفتن
0,هوي بيكره كل العرب ما بفرق والولاء للتومان الايراني
0,عالم عم تموت جوع وحرق وبرد وتفجير مختلف انواع الموت موجود ببلادنا لما حدا يفتح تمو بيقلولو خراس انت برا البلد لا عيني مارح نخ…
0,بتحس مذيعات عم تنتقم بس تذيع النشره سم وتسمسم خاصه بس تقول جبران باسيل
0,صار الصغير يحكي سياسه  العقاب لوهاب وهاب قاتل ابو دياب
0,خدمات شو ياوئام شو مفتكر الشركتين كرم علي درب ع قوله فيرا مثلا انا لما بدي شرج بعمل اجرائات امنيه م…
0,بق بق بقيق  اصناف بكي يالبنان لا تليق فلا تعليق
1,المشكله انو دكتاتور حقو فرنك عديم الرؤيه والفهم وعاملي فيها خامس الخلفاء ومو شاطر غير بالهوبره والزعبره واللعي ورح يجيب اجل تركيا عاجلا غير اجل ومع ذلك الشبيبه مغرمين فيه؛المصيبه انو الحج اردوغان هو نموذج ثلاثي الابعاد للمقوله ا
0,لله لا يحرمني هل طلي الله يحميك
1,انت خراس وخليك بمنشارك وهيدا اللي عم يحكي عالتويتر كمان يخرس
0,هل من المعقول لبنان وشعبه يرضي برئيس وزراء فعل به القحطاني ما فعل عن احتجازه هذه لبنان فوق الجميع
0,مجرد ظهور جبران باسيل في اي مؤتمر صحفي او حديث للاعلام في شان لبناني او غيره يعطي انطباع بان هناك تعقيد…
0,نحن لا ننكر التاريخ صدام ارتكب خطا كبير جدا ونحن اتخذنا…
0,شخبط شخابيط لخبط لخابيط مسك الالوان ورسم عالحيط عرايه نانسي
1,من وين لوين والكاتوليك بيخلفوا زي الارانب  ؟   😂
0,احلي هدف سجلته العدسات
1,صحيح ياصفيق
1,ما حدا مرتد ولعين غيرك ياواطي
0,وكم نتمي لو اقتدي عماد عثمان بضباط سابقين وحالين من السلك العسكري وكان مثلهم صاحب مناقبيه واخلاق عاليه…
1,كذبك يايوب بدو علاج جبران باسيل
0,مابدنا حكومه مرتهنه لاحد نحن نريد حكومه حره قلبا وقالبا
1,وقح
1,عدا عن جحاشه الاخ البلوشي ومعلوماته الخاطئه تماما عن الاشورين والكلدان
1,لك يقطع عمرن اسم علي مسمي
0,وقاحه يلي عم يكتب فرح لتحرير اخواننا الاكراد بعفرين من عصابات ال هو اما جاهل او عنده حقد غير طبيعي للاكراد وبده يستفزهن حط بالخرج
0,الرساله الاقوي التي جاءت من ثغر السيد حسن نصرالله
1,كول هوا وانصرف من هون
1,البغل الخالد
1,مش بس مختل  علي ذمتي انه حشاش كمان  مع احترامي للحشاشين
1,ويل لهم اذا اوقظ النائم لا يعرفون ما الذي ينتظرهم  كل سباط من قياس وما فوق
0,باسيل جبران وزير خارجيه لبنان
0,كتب الشاعر واﻷديب العراقي الكبير مظفر النواب هل تعرف من هي او ماهي دمشق  ؟   ☝ شقيقه بغداد اللدوده ☝ ومصيده بير…
0,نحن طائفه تعشق الحق والحريه ولا تحكم بالدكتاتوريه
0,اذا كان في حدا لازم يكون بالقنينه فهو انت
1,نبيه بري واحد كذاب لعوب ماسوني عم يلعب فينا منذ ان سلمناه فكرتها انسان شريف بلنهايه طلع ماسوني عميل و…
0,الحاصباني باعتراف من يقدر عمل الوزراء هوي من افضلهمانت معيار تقيمك للناس بتقيسو بوزير متل سيزار بو خل…
1,كول هوا انت كمان ولا قوي تحكي علي
0,وقلت قوله حق
0,ان الاجواء التي اشاعها الرئيس نبيه بري لا سيما لجهه علاقته مع الرئيس ميشال عون و…
0,هيدا المطلوب جادو لانو الوضع صار بدو لطم
1,ما ذال بتحب سوريه بشار هل قد نقبر روح قعود هونيك وما تفرجينا صورت وجك
0,اعلن المكتب الاعلامي لوزير الخارجيه والمغتربين في حكومه تصريف الاعمال جبران باسيل في بيان انه تقدم بواسطه وكيله ا…
1,يعني حمار وعارف ان الفلوس لسيدك حسن الزباله
0,امر عمليات اليوم جبران باسيل ينفذ اوامر الولايات المتحده واسرائيل ويريد تغير عقيده الجيش
0,لا تحيه ولا سلام لميشال عون علي دوره ومساهمته بشق وحده الصف الدرزي ونقول له ولامثاله نحن بالمرصاد لكل…
0,يا جبران باسيل انت شو دخلك بلموضوع الخليجي حتي تصرح بهيك تفاهه  ؟   افشلت القمه افشلت العهد افشلت البلد
0,احلي متوالي 😉
0,كلامك يديمن بهل همه والنشاط
1,كول هوا ياللبناني انفضحت الله يفضح كل الكلاب اللي مثلك
0,شو موعيك   ؟   عم تصلي الفجر   ؟
1,تضرب بالحزاء وتلعق حزاء الحريري فعلا خقير
1,ما خصك ما دخلك افرنقع
1,مهرج كذاب منافق راقص فوق الجثث مرتهن عبد مملوك لا اراده لك ولا كلمه حتي كل الصفات البشعه صارت تس…
1,العمي الضربو حرامي حقو فرنك
1,قال الفصعون بدو يفطر بالقدس لك ياعمو خلينا نفطر ب حلب بالاول بعدين نتحاكي
0,اللي بيوقف ورا المراسلين وبيقول باي للكاميرا وبيتلفن لامه تتشوفو عالتلفزيون جاي يتفلسف ويترجملي تصريحات جبر…
1,مترجم فاشل وله ذنب
0,والله يامعالي الوزير متل ما اكيد مبسوطين وعم نهلل لانجاز وزير العدل وللعهد بمباراه كاتبي العدل منتمني…
0,طيب بشار الاسد بتدعمه حزب الله والامارات بتدعم بشار الاسد من بدايه الازمه فسر لي الموضوع
1,انت حمار ولا عم تستحمر
0,نحن ابناء الامام المغيب السيد موسي الصدر لا نقبل ولا نسمح ان يبقي وزير الخارجيه اللبنانيه جبران باسيل باطلاق شعارات انه من ح…
0,الله يمهل ولا يهمل
0,حلمت اني تجوزت شبيهه نسرين طافش خير اللهم اجعله خير
0,قوم فوت نام
0,انا الموقع ادناه ومن موقعي هذا اصرح بانني لست مسؤول عن عدم مشاركه الرؤساء الي القمه لا من قريب ولا من بعيد
1,ولو ياد فياض ما تترك حقدك علي جبران باسيل يضيع موضوعيتك
0,لوسيل اشاده بمساهمه قطر لدعم انشاء صندوق عربي للاستثمار في التكنولوجيا دعوه المجتمع الدولي لتحمل مسؤولياته تجاه اللجوء…
0,لوما عنا مشكله العفن الطائفي بمخوخنا كنا منلاقي قانون انتخاب ع غوغل
0,كما عدودتنا قايدنا الغالي علي الشجاعه وقول كلمه الحق خافوا منك ومن كلامك عنهم وكشفهم لسرقه البلد والماف…
0,المقارنه بين جبران باسيل والدكتور سمير جعجع لا تجوزالاول ناشئ في السياسه وا…
0,روق ياوءام ياوءام روق ابقاش تخبص بالحكي ركز ياخي واشرب متي
0,كيف بتبهدل حالك ب حركات  ؟    ؟  جيب جبران باسيل وعملو وزير الخارجيه ويطلع يتحفنا بافكاره دوليا مش بس محليا  ♀ …
0,الطائفه الموحدين الدروز هناك شيخ عقل واحد وهو الشيخ نعيم حسن وزعيم الجبل وليد بيك جنبلاط  ✌  ✌
0,يلا ضبوا تويتات مقابله جبران باسيل ونزلولنا تويتات التضامن مع الرفيق مادورو
1,روح تعالج ياحمار انت
0,متابعه لزياره الوزير جبران باسيل الي وارسو عقدنا هذا الصباح اجتماع عمل بمعيه مدير عام وزاره الزراعه ا لويس لحود وحضور السفير…
1,يخدك وياخدو بشي صندوق علي سوريا
0,بس اسمع تصريحات جبران باسيل  اسرائيل شر مطلق
1,صباح الخير يلعن ترامب
0,يعلن معهد جبران باسيل للعلوم الماليه عن بدء دورات ماليه اختصاص اداره الدوله من دون ميزانيه الوظيفه مؤمنه في امريكا وبريطانيا
1,اين هو العهد القوي من هذه المهزله بوق ماجور
1,ما بدا كل هالقد عزيزاتي كل ما في الامر انو هو قانون الانتخاب الجديد عويص والنسوان بشكل عام ما عندن المام بشؤون السياسه قد الرجال متل بالفوتبول مثلا يعني لو نكتت عن رجال عم يحكوا عن الطبخ كان مشي الحال مثلا  ؟   😎
1,عندما سئل ابو الغيط عن امكانيه عوده عصابه سفاح الشام الي الجامعه العبريه اجابهم اسالوا جبران باسيل كلبها في بيروت
1,جبران باسيل قال ان لبنان سيلعب دور رئيسا في اعاده الاعمار في الدول العربيه عندما يخرج راسه من زباله بيروت يستطيع…
0,شعب معود يحضر ال بدو يفهم شو حكي جبران باسيل عل   ؟    ؟   مازال اخدتن ساعه حتي ترجموا شو قال وعملوا رده فعل وترجموا…
1,وانا بقترح تروح عند حكيم بيطري لان الظاهر انك موجوع كتير
0,وقت عدوان تموز تذكر كلمات ش ك را ق ط ر بكفي عمرولك جسر لتطلع ع الجاهليه هه والله شي بضحك
0,فعلا اصبحنا في زمن دوار
0,بدل ما نجيب لكل وزاره وزير حسب اختصاصه منجيبهن حسب طوايفن واحزابن هبل يهبلنا
0,والدليل اخوه ناجحين ماشالله عليهم بدهم يعملوا نقابه بالبيت
0,بعرف مغرد واقف ل نوال بري بالمرصاد علي كل تغريده او صوره بتنزلها
0,اللعبه التي يمارسها جبران باسيل لحجز مقعده في الانتخابات الرئاسيه منذ الان لا تجدي نفعا لان مجلس النواب سيتغير وم…
1,مياومو الاعلام غاده عيد بس يطل الملك جبران باسيل بتركضي بتفتحي الباب وبتوطي راسك بالارض وما تنطري بخشيش منو لان ما بيد…
0,نحتاج الي نفوس جديده
1,سكربينه عنصريه حقها فرنك فوتي حسابها وشوفي؛بس خدي حب حموضه ومراجعه قبل ما تدخلي
0,كلامي ان حزب الله الحامي الوحيد للبنان معناه ان في لبنان ما…
0,دعلي انت مدان باعتذار شديد للشعب الخليجي عامه وشعب المملكه والامارات بشكل خاصمن اين اتيت…
0,سليمان فرنجيه ممكن اسمه مطروح اكتر شي بس ما كتير عم يشتغل بهالايام وشامل روكز يمكن افضل بس كمان تعبنا م…
0,وهاب بعد زيارته الغريب لقاء خلده مهمته داخليه درزيه وليس موجها ضد احد
0,كيف لقضاء يتراسه من يتراس عثمان ان يحاسبه الفساد مغطيهم
0,مركز البحوث اللي اتدمر لالنا مو للنظام لازم نزعل انه اتدمر منين رح نجيب اجهزه وابحاث بس تخلص الحرب هه اخ ياخواصري خخ
0,اقول انت مسكين ويمكن نايم امس من شرب الخمر اخبرك انه امس اسرائيل قصفت دمشق ومطارها تضرر
1,وئام وهاب عميل ماجور عند نظام الاسد انت ومن معك طائفه الموحدين براء منك ومن افعالك بدي قلك شي وخليهم بر…
0,ﺍﻟﺘﻘﻰ ﺍﻟﻮﺯﻳﺮ ﺟﺒﺮﺍﻥ ﺑﺎﺳﻴﻞ ﻓﻲ ﺩﺍﻓﻮﺱ ﺍﻟﻤﺒﻌﻮﺙ ﺍﻟﺨﺎﺹ ﻟﻸﻣﻢ ﺍﻟﻤﺘﺤﺪﺓ ﻓﻲ ﺳﻮﺭﻳﺎ
1,قوم شخ علي قبر القائد الخالد بلا مؤاخزه
0,لاي حضرتك ما بتتعاطي سياسه  ؟    ؟  او فنان  ؟  الله يشفيك
0,ناقصين بشهاده ومن دون شهاده حاج تقدر مراجل علي الفاضي
1,عمرو اديب يمسح بالطفل المعجزه جبران باسيل الارض ويخلي الي مايشتري يتفرج
0,الهدف ليس جبران باسيل الهدف هو التفاهم بين التيار وحزب الله
0,معالي الوزير انتا مش مشكلتك مع قطر مشكلتك مع ايا رءيس او امير بيجي عل قمه لانو مابدك تنجح لقمه بين انك مع فريق لي ضدد القمه
0,يجب ان تعمم صحيح
0,مسكين يالبنان
1,يوم بعد يوم تؤكد للكثير انك حاقد ماجور قطشه روح نام
0,اجل مبسوط  باذن الله تنجب قريبا
1,اقترح انك تاكل شي صحن خري افضل ما تسمعنا تويتاتك
1,وهل هناك زمن احط واتفه من هذا الزمن تبا وتعسا لدوله ما لها غير اسمها ولصوصها
1,يللي عم قوله هو نوع من التهكم يابهله بس شو بدي اعمل اذا راسك محدود  ؟
0,رح يضل جبران باسيل كابوسكن يامياومو الاعلام ورح يبني دوله الحقيقه وتفوتوا عالسجن
0,وضح مين هني الشركات ومين اصحابها   ؟
0,لنصل الي دوله يحكمها القانون والعداله يجب رفع الغطاء عن الفاسدين
1,ما حدا غيرك امير الارهاب والمجرم السفاح طز بهيك بلد خلف امتالك ياحمار
0,الي شركائنا في الوطن من المرده الي حركه امل الي القوات الي الكتائب الي الاشتراكي الي فلنتفق علي نقطه عدونا المو…
0,معالي الوزير ان لبنان لن تقوم له قائمه  هذا ما قاله احد اكبر العرفاء بالشؤون السياسيه عام …
0,شوف اسماء المقبولين وتاريخ الولاده سنه
0,هيك بتبلش نهارك بالسجال  ♀  ونعم المسؤوليه ما بتعرف تكون ايجابي شي مره
1,النسويه هلا صار بدها تمثيل حسب الكفاءات اما بغير مطارح بتطالب ب وبحصص لما يكونوا النسوانات قليل التمثيل تبعهن مشان يدحشوهن بكل مطرح غصب 😂
1,علاء خواجا او اللواء عثمان تغريدات تدل علي افلاسك من المضمون وعلي غناك من السخافه
0,يجب ان لا يستلموا معونه قطر
0,كله بيشبه كله مين بدو يحاكم مين ما في الا  ؟  سلطه الشعب
0,نريد وطن ولاء شعبه وحكامه ومسؤوليه للوطن نريد وطن يعيد لابنائه امواله المنهوبه انا لتشريع قانون استعاده …
0,عليك التاكيد بعدم وجود ترخيص واين ابناء المنطقه مع الاسف بالنبطيه حجه كرمال خيمه قرميد سجنوها
1,يلعن الاسد 💚
1,كفاكم هبل ايها الساده الجنبلاطين لا اوامر من حزب البعث ولا من النظام الاسدي لو فيكم…
0,كذلك نري الوئام هو ليس حياديا او مواربا هومع التحت مع الفقراء والبسطاء الذين يكونون دائما عند خط الواجب ال…
1,معلمي ما عند معلم ولا واحد منهم بيعنيني بس العاهره يلي انت دافعت عنو بكفي انوا جبان ومتخ…
1,مياومو الاعلام وشائعاتكم ما رح تغبروا عل صرمايه الوزير الملك جبران باسيل يلي بتشرف اعلامكم واصحاب محطاتكم الماجورين للخارج تفه
0,كيف كل زمن واله اتباعه الزقيفه بايام الاحتلال السوري للبنان كان اشهرهم ناصر قنديل زال الوجود العسكري وتبخ…
1,من وين لوين شقفت لحام عملتو شيخ عقل يابو الصرامي وللا كل شي عندكن تزوير ونفاق
1,مرقت عمخيلتك كلمه متل خراس
0,اكيد مهضوم ومحترم
0,ولك دخيلو المعصب هه
0,والك عين تدافع عن روسيا وهي عم تعترف انو كل طلعه لاسرائيل عندا علم فيها  ولشو وجود الروس اذا مش جاين يدافعو عن الشعب والقياده السوريه  هيدا دليل انو الروس واسرائيل واميركا هني ب  تفضلوا ردوا ياروس ع اسرائيل وين الدفاعات الجويه لي
0,والله خرجوا بيساهل
0,قبل ما تحكي هالحكي شوفو الشعب اللبناني يلي عم بيموت قدام المستشفيات ويلي مش قادرين ندفع لنعيش ولا ناكل…
1,يا لقيط يابن الزانيه فيك تسد بوزك وهيك قمه بدها هيك مستوي نمسح فيهن الارض لكلن الدول العربيه وما حت…
0,صفقات البلديات ما فهمت والله شو بتقصد بتقصد صفقه مارسيلينو الحرك مع جبران باسيل ببل…
1,طيب خراس
1,عندما يذوب التلج يبان المرج واذا ناطر عثمان ليضع الاصفاد منقلك نطور ياكديش ليطلع الحشيش
0,هيدا جبران باسيل
1,كول هوا وخلينا نركز مع الطيب وخليك بصيدك عالتلج عبيط واهبل وزيمبواي
0,استرجاع المال المسروق من النواب والزعماء ودكهم بالحبس الحل الوحيد لهالبلد وبيصير عنا وطن جديد وشعب جديد
1,يلعن روحه
0,التاريخ يعيد نفسه هذا هو اديب الشيشكلي الذي قتل وذبح وهجر وحارب الدروز في سوريا في صوره واحده في لقاء حميم مع مجيد ارسل…
0,وئومي دخلك ما علقت عالمنظر الميليشيوي يلي صار قدام بيت حسن يعقوب ياشريف ياعفيف فينا نعرف ليش  ؟    ؟
0,عودوا الي حلقه الجديد مع اصحاب الحقوق في الوسط التجاري تفهمون الخدمه للناس
0,مرحبا انا بكل فخر لبنانيه وبحب لبنان ما عم افهم ليش كلكم ما عاجبكم معالي الوزير جبران باسيل ليش عم يحكي…
0,عاجل جبران باسيل نخص بالشكر امير قطر الذي كسر الحصار المفروض علي بلاده وصل الي بيروت
0,لفتت قنا الي ان الرئيس عون اعرب في بدايه الاتصال عن شكره وتقديره لامير قطر علي مشاركته في ​القمه الع…
1,انت حمار يامارتن ولا بتستحمر  ؟
0,اسرائيل عدو قبل موسي الصدر وقبل امل…
1,شو هالخره انت تضرب فيك وبي يلي بشد عا مشدك واحد محتال حقق ليره
0,لي بيعرفني بيعرف انه هالجمله قايلها الف مره بكتير مناقشات وهلا قالها السيد
1,هي انت عم تشغل مرتك بدعاره وعم تحطها وديعه لقيس الغزعلي الصور رح نرفقها لقيس مع مرتك ياوئام وهاب الديوث
0,لبنان علم العالم كيف منتيس ع وزير بالزايد حتي لو فرط البلد
0,الوزير باسيل غياب سوريا خساره علينا
0,عم بتخايل سليمان فرنجيه قال نفس جمله جبران باسيل  عليم الله اللحيسه كانوا عم يسرحوا ويمرحوا بالتايم لاين  ياحرام كيف…
0,عثمان وامثاله يفقدون ثقه اللبنانين بالاجهزه الامنيه ودورها في الحفاظ علي سلامه المواطنين وامنهم
1,يا عيب الشوم عليك
0,بعد صدور القرار الاميركي بمعاقبه داعمي الاسد في اعاده الاعمار  انباء عن انعقاد مؤتمر لاعاده اعمار سوريا في العاصمه اليمني…
1,خلص ولو بتلعي النفس ولك ستي ما بتنق وبتحكي قدك متل نسوان الفرن العقاب لوهاب وهاب قاتل ابو دياب
0,يا حبيبنا استاذ وئام هيدي الوديعه لجياب الحرميه يلي عنا وما حدا عم يردعن ولا حدا قادر يحاسبن بقي متل ما طار ال ملي…
0,شتقنا يامعالي الوزير تكون الصوت العالي للدفاع عن العهد ومن يمثل العهد بعدو صوتك باذهان الناس  ❤
1,او حمار يشنهق ما فيك تقتلن خليهن هيك
0,ما هذه السذاجه معاليك  ؟    ؟
0,فيك تشرحلنا ياسندباد شو قدم الشخسعد للبلد من وقت ما هل هلالو عالساحه السياسيه غير انو كان…
0,اهلي وان جاروا علي كرام
1,شكلك موظفه في بارات الدوحه او قواده لان مستعربين الشمال وخصوصا اللبنانين مايملكون غير هالمواهب
0,من وقت خدمه واتس اب  ومردود شركات الاتصالات تراجعت في العالم كله باستثناء تلك التي تحظر الواتس اب
0,هذا في احلام امثالك
0,اري ان الوطن لا يحتاج الي نوعيه زعماء جديده مثلكم
0,بعد مقابله الوزير جبران باسيل علي تي في
1,اكيد كلهم عاهرات وفاسدين
0,لا تناقش السفهاء فيستدرجونك الي مستواهم ثم يغلبونك بخبرتهم في النقاش السفيه
0,قيادي في التيار الوطني الحر صديق وديع عقل ومقرب من جبران باسيل
1,كول هوا احلي شي
1,احترم حالك ياشيخ والله وطات من قيمتك صرت مسخره ودعوسه بين اجرين واهالي الجاهليه عيب اذا ما بتعرف العيب…
0,معالي الوزير وئام وهاب لا يحق لك ان تشتم قطر وشعبها واميرها فهذه الدوله العربيه الشقيقه هي حره في خياراتها السياس…
1,يا زلمه كميه القرف باخبار جبهه الخرا وفتح الشوئسمو ما بيقرفوا ما حسو حالهم اديش حمير ومتخلفين ومن القرون الوسطي وانو خربو عحالهم وعغيرهم
0,مش دفاعا عنه ولكن ليس بيده دماء ابرياء بينما اكثر زعماء لبنان مجرمين حرب سابقين ولص…
0,قويه استاذ وهاب  بتشبه قصه مكافحه الفساد في لبنان  شوي
1,اتمني من الدوله بعد ان صف الجرذ جبران باسيل اللبناني وزير خارجيه لبنان بصف دويله قطر وصف المقاطعه بالحصار ان يتم ترحيل اللبن…
0,بتصور انو في قياده حكيمه لحزب الله علي راسها سماحه السيد
1,وئام وهاب وصرمايتي سوا
1,شخسعد ياعمي ريحنا من قرفك
1,يا لك من عاهره ياوهاب اللعنه عليك ياساقطه
0,والسعوديه   ؟    ؟  بيرمو ورود في اليمن مثلا
0,مثل القطط تاكل وتنكر
0,بتقعد معي بالكافيه نص ساعه ايد عالارغيله وايد عالوتساب وبتقلي ليش ساكت  ؟   😎
0,كلامك انسان متل هيدا ما في محل الو غير الحبس هوي وامثالهسلطتو ولت
0,حسب معرفتي بالوزير جبران باسيل  انا علي يقين بانه يقوم باي شيء يخدم مصلحه لبنان بما في ذلك زياره سوريا اذا اقتضي الامر خ…
1,كان زهايمر ياتي في عمر متاخر بس ها الزمن بلش الزهايمر من عندك للعمر متاخر محتاج الي حكيم نفساني ليعالج هواجس عقلك
0,وئام وهاب هذا الشخص سبق ان تهجم ع السعوديه ومعروف انه بوق لحزب الله وعلي فكره تراه مطلوب لد…
0,شو هم الكبار من حكي الصغار الوزير الملك جبران باسيل انت كبير وبتضلك كبير لانك انسان شهم ومتواضع وسوبر شغيل…
0,جبران باسيل عم ينغل نغل بين المؤتمرات وبين مساعي ومفاوضات تشكيل الحكومه وبين الاجتماعات واللقاءات الحزبيه
1,لو في دوله ما كان حدا فيكون من كل الطبقه السياسيه الحاكمه الجربانه كنتو كلكم عم تتعشوا حلاوه وسكر بالحبس
0,نرجوا من جميع محبين الدوله واللواء عثمان عدم الرد علي هذا الموتور حتي لا يعطي قيمه اكبر من حجمه وشكرا
1,وزير ماليه وجو بيقطع الرزق
0,نشرتكم مقابله لوزير الخارجيه اللبناني جبران باسيل مع سي ان ان تثير الجدل علي منصات التواصل ما السبب  ؟
1,هرب قد ما هوي جبان
0,هيدا جبران باسيل
1,انت ك امك عامو للغريب وعلي ام كل درزي معك لان الدروز منك براء يامفتن ياوغد يابن الزنا ياعرس انت…
1,يا قره العينالساده الافاضل شبيحه وحاضنه واحذيه النظام ما عم يشتكوا من السيد الرئيسالجماعه عم يشتكوا للسيد الرئيسبقي بلاها تحليلاتك المعمقه عن التململ ضمن البيئه الحاضنه للنظام من النظام وقوم اشربلك كاسه حليب ونام ريتو صحتين علي قلبك الهي منحبك القياده الحكيمه
0,وانت اضحكتني والله هاهاهاها هيء هيء هيء  ومع انو مش قاريك ولا سامع فيك بس عاملك قلق الشيخ سعد وم…
1,فشرتو ياعهار سيذهب بجنازه الطاغي والدعس علي قبره النتن
0,شوفتك مبسوط ب الكلام عن العماد عثمان والحريري وغيرن متل شي ولد صغير حاطت عينو ب صندوق الفرجه وما عم يت…
1,للاسف انك من هلبلد وزير الطبل
0,الله محي اصلك ياستاذ وئام
0,فيكن تمرقوا ع جسر الكولا بس جربوا ما تنطنطوا عليه
0,الحق يقال القمه قمه جبران باسيل وبس رجل كل المراحل رجل اكبر من القمه ومن حضر
1,يا سبحان الله اللي يسمعك النهارده يعتقد انك وطني وشريف علما انك منافق ودجال ارجع لتسجيلاتك علي المحط…
0,يادكتور علي لقد جانبك الصواب في نعت وئام بالوطني فالوطني يكون عونا في لم الشمل واللحمه الوط…
0,من ايمت جماعه المقاومه بيحكوا بفينيقيا
0,شعر حلو
0,بشرفك شو نوع الحشيش يلي عم تدخنو شكلو ممتاز
1,علي رايه يوسف علاونه ربي اغفر لي واعرف انك لن تغفر لي اقترح ان نعرض امك ع طبيب بيطري لنشوف اي جحش ابوك  …
0,للاسف الحقيقه تجرح يسعد صباحك
0,اول امر لازم تكافحوا هوي كلام جبران باسيل عن دوله اسرائيل بنظروا لانو بشكل اهانه الو ولتيارو ول…
1,سارقين البيت وحارقينه يلعن الاسد
0,خذوا براداتنا وغسالاتنا وانصرفوا
1,انتو شو دخلكن يالاجئين كول هوا احسنلك صرمايه خريبين بتسوي منتخبك كلو
1,وانت يامحترمه وقت انخطف كان رئيس حكومتك مش رئيس الطائفه السنيه وما هتميتي حضرتك ويمكن شمتي ولي نزلوا يحتجوا نزلوا للتعبير عن الغضب لي دق بل العرض والشخصي وان شاء الله ما حدا شي يوم يهينك بل العرض او الشخصي
0,سوريا المنتصره ستعيد عزه وكرامه الامه العربيه رغم انوف عملاء
0,وبعدين شو حزوره لزم نحذرا
1,متشربين العنصريه لدرجه انو حتي لما بدهن يحكوا شي متطور وتقدمي بطلع رجعي وكريه
1,اها فهمت عليك فرقت معك عل حرف واحد بين سوي وسوري قول هيدا حلمك انت وكتار متلك بس ما فشرت انت ويللي اكبر منك عماد اللو…
0,كيف يعني حرم الرئيس الحريري  ؟   للعلم القيادات الكبري غابت عن هيدا المؤتمر بما فيهن الحريري وتمثلوا…
