ANOMALY,FULLTEXT
0,هيدا تدخل بالشؤون اللبنانيه ما بيكفي عامل ميليشيا بارضنا ومحتلنا
0,مازن عزي جبران باسيل مندوب مبيعات سوري
0,كلامي ان حزب الله الحامي الوحيد للبنان معناه ان في لبنان
0,يهودي منهم وفيهم
0,عجبا لقوم لا يمكنه التميز بين المحسن والمستغل
0,شر البليه ما يضحك
1,واحد من زغرتا بيسوي عشرين واحد قوتجي
0,و الله منو قليل جبران باسيل جالطكن انتو كمان
1,اما انت كا زعيم بي قريه زغرتا بس يسير بدك تتمسك تمسك بي رصن الجحش ياجحش
1,ولك انت سقفك زغرتا فهام بقا اذا بتدعس برا زغرتا ببزقوا عليك العالم وما بتسمع غير كلمه ياخاين
1,انت اخنزر من الخنزير واوسخ من الوساخه حثاله امعه جعر نتن
0,الحلو بالعهد انو عم ينقلنا ع مراحل جديده
0,الوزير جبران باسيل الافضل لمحاربه الفساد
1,خراس ولا حيوان انا مني من جماعه ريفي لكن انا بفتخر بالرجال وليس بالطانتات متل معلمك جحش قريطم
0,من الشيخ سعد الي الحكيم صفحه وطويتا ومن عمري ورميتا ياخساره حبيتو وما بيستاهل حب
0,صار بالمربع الامني وانسحق
0,معاليك مفهومهم للناس مغاير لمفهومك عندهم الناس مجرد ارقام وحسابات
1,سياسي عاهر
0,هه ما تقلي جبران باسيل
1,انت وين امك
0,مع حبي الك معاليك اذا كان في عدل يجب وضع الامارات وسعوديه قبل قطر قطر كانت واجهه للسعوديه
1,خراس يلعنلك هالراس واحد حمار دب حيوان
1,خراس يادب انت معاق وبلا فهم واحسساس
1,نقبر الله يشلك
0,وطننا يحتاج الي زعماء من الوطن واليه
1,كول هوا يانبباح
0,ال مليون دولار التي دفعتها قطر هي اخر خرطوشه للوزير جبران باسيل في لبعبته بالهروب الي الامام والتي للاسف يجاريه فيها
1,لعمي بعيونك ماجحشك ولو
0,فيك تقلنا مين قتل وسام الحسن ياكنز المعلومات انت
0,تفضلوا هاي عينه من الظلم يلي خلفوا جبران باسيل والتيار البرتقالي ها نتيجه سكوتنا
1,ولك روخ انضب ياخاين شوف مين كان مجتمع معهم اتتو وحلفائكم
0,فليفعل ما يشاء ارادتنا اقوي ولو كلف ذلك حرب اهليه
0,خربو بيروت وسرقو المال العام وخربو بيوت الناس هول بيخدمو حالن ما بيخدمو الناس
0,نحتاج سليمان فرنجيه رئيس للجمهوريه وفيصل كرامي رئيس حكومه وبري رئيس مجلس النواب وهاب والسيد والشرفاء نواب عن الامه
1,وقصر ابن الحرام
0,روح ياسفير السلام انت
0,هيدا الجيش الاكتروني ضد وهاب شو قصته القافله تمشي وتنبح مع اني ما بحب وهاب بس هيدا الجيش الاكتروني خلني اكتب هذا الكلام
0,جبران باسيل لل بدنا نعلم اميركا ولندن يمشوا الدوله بلا ميزانيه ولك وين ما راح جرصه
0,لولا اليونان وتركيا عملوا تبادل سكان ب اكبر عمليه تهجير قسري في ذلك التاريخ كانوا عم يتحاربوا لهلق سيناريو قبرص مستمر يعني
1,معك خبر انوا اصغر قطري صباطو بيسوي راس يلي خلفك ياصعلوك روح اندحش بي طيز بشار النعجه تاعك
0,فرجنا عضلات لسانه
1,هاد ما بدو خزره زرقا بدو نعل الجحش
1,لهلهله ياكلب الامريكان عم تشتم الاستاذ بسام
1,لعمي بعيونك شو مسمه
0,قد نسمع احدهم يقول كرامه عماد عثمان من كرامه اهل السنه في بلد كرامه الطوائف فوق كرامه الوطن والمواطن
0,علي الاقليه ان تصبر وتعمل وتشد ازرها لتصبح اكتريه لا ان تستقوي وتشبح لتوصل
0,امام كل اللبنانين الشرفاء فلا تجعلوه طائفيا مثلكم لانه اكيد سيرفض تفكيركم
1,هيدا بتحطوا بتمك ياحيوان هيدا منطقكن
1,ياخي الولاد الصغار من عمر تلات سنين بدهم حرق خاصه لما يطلعوا معك بباص بقرفوا
0,يللا املنا كبير ع يد سموه تنفصل الحجاز وتهامه عن نجد
0,والد علي النعيمي راشد عبد الله سكن وعمل ودرس في قطر واخد جنسيتها وارسلته قطر ليدرس هندسه بترول
0,هو الحق علي السد يلي عامله جبران باسيل غرد كمناصر
1,كل يوم بتتاكد قديش العرب بدهم حرق
0,اتحادكم لخير الموحدين قلب الموازين زياره وهاب للشيخ الغريب
1,الانستا يوزر كلهم بدهم حرق
0,للاسف في بعض القيادات الخليجيه لسا عندها نظره جدا سطحيه من مجرد ماحكا كلمه علي امير
0,هناك من يسعي لجلب قوت يومه مهما كانت الظروف بائع متجول يحتمي تحت مصدر رزقه من شده المطر لا تكاسروهم بالاسعار
1,لانو صاحب المشروع سني وهيدا ملكو انت شو يلي قاهرك ياحمار انت عالسياره بالجاهليه بتاخد تشبيح عالعالم
0,التقي وزير الخارجيه محمد علي الحكيم مع وزير الخارجيه اللبناني جبران باسيل في العاصمه اللبنانيه بيروت
1,كلاب الامارات بدهم حرق الله يلعنهم
1,جبران باسيل حليف حزب الزباله حلفاء شياطين ايران لبنان المزبله ومصدر المخدرات ومصدر الارهاب
1,انت كتير حمار ياوئام
1,كل يوم بتعوي لتلفت النظر وما حدا شايفك خلص احترقت ياهبل العقاب لوهاب وهاب قاتل ابو دياب
0,انتهت القمه واثبت جبران باسيل انه رجل دوله بامتياز وانه المفكر السياسي الاول علي صعيد البلد
1,العرب كلهم بدهم حرق وبس
1,انت حمار ياض
0,معالي الوزير حضرتك واعي شو عم تحكي اي نتائج واي مباراه مطبوخه وخالصه كل مباراه خارج مجلس الخدمه المدنيه
1,يا عيب الشوم عليكي شو هل بضاعه
0,يتوجه وزير الخارجيه والمغتربين في حكومه تصريف الاعمال جبران باسيل الي سويسرا للمشاركه في منتدي دافوس الاقتصادي
1,هؤلاء كلهم لا يردعهم الا النعال في وجوههم امراء النجاسه والنفاق والعهر
0,وين زعيم عربي اللي ما ذل شعبه ودمره
1,النازحين السورين بكل وقاحه بيطلعوا يطالبوا الدوله اللبنانيه
1,انت واحد صرماي
0,القمه العربيه الاقتصاديه والتنمويه والاجتماعيه في لبنان ومؤتمر صحفي لوزير الخارجيه جبران باسيل ولامين عام الجامعه
0,من لبنان معلومات خاصه ل  اندبندنت عربيه من اوساط الحريري ان الامور تتجه نحو الانفراج بعد قبول جبران باسيل رئيس التيار
1,اكيد الوطن مش بحاجه لحيوانات متلك
0,اتعجب بكميه بالرد الساخن لما هذه المهاجمه هل اصبحنا في فراغ لا شغله ولا شيء سوي الكلام السخيف اعتذر
1,والله ماحدا حمار غير الشعب اللبناني الاخ طالعو يخت وعامل فيها مدير
0,في واحد طلع شرش عليق ب دارو اهملو وما اهتم فيه اليوم صار دبشه كبيره بدا قص
1,العما شو هالحمار
1,كول هوا صارو
0,يطل جبران باسيل من ارفع منتدي سياسي اقتصادي بالعالم دافوس مدافعا عن نظام الاسد مانحا الحق لاسرائيل في الوجود
0,هو وغيره من العملاء ممن يسمون انفسهم زعماء للعرب هم عملاء لدي الصهيوني والامريكي كفانا قرف اسمه زعماء
0,يا عمي انتبه من الحب ما قتل خفف شوي كرمالك
0,بيلبقلو يابس انت واسيادك الاقزام بتحاولوا تكبروا حالكم لما بتنتقدوا امام الامه وسيدها وحامي كرامتها يابلا كرامه
1,حتي بالاقتصاد حمار
0,عنا جواسيس للتوزير
0,لا يوجد مشكله مع دمشق لكن المشكله مع النظام الحاكم في دمشق لا يمكن اختصار سوريا بنظام او بشخص بشار الاسد
1,هذا الكلب نصر اللات ما مات اللهم اذقه عذاب الدنيا قبل الاخره
0,جبران باسيل هو نفسه لا يتغير في الداخل يعزز الشراكه اللبنانيه وفي الخارج يعزز التفاهمات العربيه انه مهندس السياسات
0,اذا انتو الفلسطينيه منقسمين فتح وحماس كيف السنه والعلويه بدهم يتفقو بعد ماقتل العلوين من السنه اكثر مما قتل اليهود من المسلمين
0,وبالمناسبه المقال يطال الكثيرين ممن يعملون علي لفلفه الامور للاسف ضيعانك يالبنان
0,فساد
0,مشهد لقطيع من الضباع تهاجم ملك الغابه الاسد وتغير الموقف بعد فزعه اخوه ما اجمل التعاون بين الاخوه
0,بتوقع بعد شكر السيد حسن للوزير جبران باسيل لازم نخفف اتهامات بلاطعمه
0,لا يحق لاي شخص بلبنان اين من يكن الكلام عن شخص اخر بالفضائح او بالفساد كل من يتكلم عن هذه الامور يصف نفسه بنفسه
1,الرد المناسب في المكان المناسب فهمت ياوئام وهاب الكذاب
1,لو بتخرس ولا احلالك انقلع شقفه مجنس لاجئ عندنا
0,كمان السيد نصرالله شو سطحي مقابله بهالاهميه قال انو جبران باسيل صديقه مين سالو اصلا عن اصدقائه
0,يا ريت تعمل ل الرئيس الحريري ت يجاوبك
0,طالما انها تعزز الثقه بالوضع الاقتصادي والمالي اللبناني فما المانع من التهليل
0,معقول عم تقل بالعشا كرمال هيك عم تحكي شعر
1,خفف اكل برازء خلصنا
0,تشعر بالسعاده لما تشوف احد الاشقاء متعاطف مع مظلوميتك وبعدها تنصدم انو نفس الشقيق من عشاق سياده حاكمو المفدي حجي نحنا شعب بجم وهمج ودون وبنستاهل كلشي عم يصير فينا شيل تعاطفك وحل عن قفانا يقطع عمرك ماغلظك
0,بدك ما الك الا تكذب عن جبران باسيل
0,انتي شكلك مو سوريه بس عم تزعمي
1,كسالي عالات علي البشريه كل اطبائكم ومهندسيكم ومدرسيكم سورين نحن الي عملناكم بشر
0,جماعه الحركه هلا اجتن الشهامه والعنفوان حمداله الله يخليلن التيار اللي علمن شو معنات المقاومه
0,قبله تنطح قبله غرد كانك فواز اللعبون
1,لو في دوله كنت انت بالحبس يالحيس الصرامه
0,وطننا يحتاج الي من يشبه صدام حسين لاننا شعب لا تليق به الديمقراطيه
0,لو كان بيفهم لكان ضب لسانوا من زمانن مقهور من طلال ارسلان بدوا وزير كمان قال يلا بغرد بركي السوري بيشفق علي
1,يخرب بيتك ماعرفتك
1,عاد حمار
1,انتي شو دورك بحزب الصرامي مسؤوله الشفايف
0,في كم شب من الجبل بعدهم عم يشتغلو ويسترزقوا بقطر ومعيشين اهلهم من خيرها تركهم بحالهم خلص فهمنا
1,لقاء خلده يلي بيتضمن جعارين مرتدين لا فهم ولا اخلاق عملاء تابعين للجزمه السوريه عيني لا انت ولا
0,ما فهمنا شو يعني وهذا ما ابلغته لمرجع كبير وما هي غايه نشر مثل هكذا كلام
0,الصحفين القريبين من المقاومه وانت منهم بتشوفوا الوزير جبران باسيل من منظار واحد وحيد مدافع
0,ياجبل مايهزك ريح معالي الوزير جبران باسيل
1,وانت ع شو احتديت ياحمار هه
1,اردوغان عباره عن ابن انيسه اخونجي
1,من دمر سوريا هو المجرم القذر بشار الاسد ولسبيا دمرها معمر
0,بس وصلت لعند محافظ علي تقاليدو ودينو كنت رح اغلط عتقاليدو ودينو
0,اعجب قياسكم للوطنيه هذا المخلوق لا وطن له هو خادم لنظام الاسد ونظام الولي السفيه
0,عزيزي جبران باسيل بدك تعرف كتير منيح انو مش شغلتنا نحفظ امن اسرائيل يلي ما منعترف ولن نعترف ب وجودها ابدا
1,استغرب من كلب من كلاب عرب الشمال المهاجرين من قمع اوطانهم يجي يحاضر علينا كالعاهره تحاضر عن الشرف ياعزيزي ليس كل الحكام مثل بشار الحمار
0,جبران باسيل قبل وبعد
1,شو ياوجه العنز عرب الشمال الي برجلهم بتشرفك وبتشرف كل واحد مثلك وانتم الاعراب اشد كفرا ونفاقا سنح الي حامل رايك ما اتيسو
0,الرئيس ميشال عون الرئيس العربي الاصيل
1,علاء مفكر تشي غيفارا ناشط حقوق انسان علاء حمار
0,لا حول ولا قوه الا بالله
0,لاسباب كتيره  جبران باسيل الافضل بين المرشحين
1,بس بحكي منطق عالقليله يابهله
0,المحسوبيات ما بينعملن ثوره بس جبران باسيل اذا بارز عالساحه اكتر من غيرو منتذكر الثوره
1,انت كول هوا نحن حرين انتوا اعداء الله والانسانيه علي الارض
0,ليش بدك تلزقيني تهمه مالي دخل فيها قال عرب قال اختي الكريمه انا ابن الشام ابا عن جد نحنا اصلنا سريان هدول حضارتن قبل حضاره العرب ازا اللهم كان عندن حضاره بشي سنه
0,في الداخل وفي الخارج موقفنا واحد لا يتغير لبنان ولبنان وثم لبنان هذا هو جبران باسيل
0,قمه السعاده لما تحضر منا وجر
0,يا خليك بحالك احلا ما تسير هلق
0,رسمه قديمه رسمتها لرزان زيتونه رزان تمثل لي احلي شي بسوريا واحلي شي بثوره
0,البني التحتيه عنا عامله تحتا
1,جبران باسيل اكثر الساسه نفاقا
0,عفكره اذا حطينا تنين جبران باسيل فوق بعضهن بيطلعو واحد تميم بن حمد
1,هه والشام مو عرب ياغبي صراحه مرره ذكي كيف تتكلم العربيه وتقولي مو عربي غبي بجد
0,هيدا كل ما بيخسر بالقمار بيرفع الهجوم مش عارف انو جبران باسيل واللي متلو لا يرشوا ولا يرتشوا
0,هل تعلم ياعزيزي المتفاخر بان الاورثوذوكسيه ما زالت حيه في فينيقيا بان الفينيقين ما كانوا مسيحين
1,الله لا يعطيكم العافيه فوق تعبكم لو ضلينا روم افضل ونحنا رومان اصلا وسريان يامه الجهل والخرف والهبل
0,ضياع الهويه السوريه هلا نحنا سورين ولا عرب سورين ولا كرد سورين ولا اشور ولا سريان ولا تركمان
0,الفرق بينا وبينكم ياعرب انو نحنا مشرقيون وكلدان واشور وروميون وسريان نحن ابناء الفينيقين اسلام ومسيحين نحن اهل المشرق وسكانه الاصلين
0,هو ما قال اسرائيل لها حق بالامان مين عم يترجملك ياخ
1,نحن فينيقين ولسنا العرب اعوذ بالله من اصول العرب هه العرب جرب
1,لولا الفلسطينين واللبنانين والشامين لكان انتو لليوم تشربوا بول البعير تاكلون بصحن وتبزقون منو
1,مش عيب تخبرنا شو بتقلك امك عنك لعمي كل هودي انت يلا ولا صرصور انقبر
0,وزير الاتصالات القادم واحد منهم ايه بس هالمره غير
0,معلومات الخطوه القطريه اتت اثر مشاركه امير قطر في قمه بيروت وبعد مساع بذلها وزير الخارجيه جبران باسيل
1,ملعون هو وابوه وابو عيلتو وابو اسرائيل علي ابو الي بدو يروح ع اسرائيل لعمي اوقح من السورين المعارضين وانذل واخون انا ماشفت ولاعيني رات
0,معاليك دائما علي حق
0,ترانا نحتاج الي حبه عنفوان ونبذه تعالي ورشه كرامه كما وترانا نحتاج الي تغير الطبقه السياسيه
0,اكيد حكي عن حقه بعدد الوزارات يلي بيستحقها التكتل
0,بمناسبه عيد العمال يتقدم شباب لبنان العاطل عن العمل من الاشقاء والعمال السورين باحر التهاني
0,مياومو الاعلام كل شائعه فيها جبران باسيل بيغلي سعرها
0,طل الملك طل الله القوات والحكيم وبس ولك يقبرني الله
0,بس تفل انت ويلي جابك بيظبط البلد
0,غلط كل هدول كرمال جبران باسيل
0,سوريا لا تعطي شكات بل تعطي الكرامه وعزت النفس والعروبه
1,صدقت وانت كذوب
0,باسيل من بيت الوسط يتم البحث بافكار عده لتشكيل الحكومه
1,طز فيك لك اي عرب انتو يلي دمرتو الامه العربيه وقفتو اسرائيل علي قدميها وجعلتوها اكثر امن وامان  ياعربان قال عرب قحاح قال
0,الي الذين ينتقضون جبران باسيل علي محطه من دون مايفهموا مضمون الكلام الدبلوماسي لانه يخاطب روءساء دول وشعوبها
1,حبيبي خراس
0,شو ما دفعلك
1,من انت وان كنت عمامه ترتدي فما انت الا لزعيمك السياسي تعبدي فما انت الا حقير يطعمه الزعيم الفاسدي
1,والله ياستي حتي عربان بطلوا يلبقوا الها همه بعران حمير خنازير اشي متل هيك
0,المطلوب خروج جبران باسيل من المعادله السياسيه
0,الوجبه الشهيه رح تكون جبران باسيل المعين مرعبي
1,الحمد لله كل من يعرف تاريخه جزمه ابن ستين جزمه حريمي يامرتزق
0,كفوا لسانكم عن القائد الخالد جوز انيسه
0,عماد عثمان رح يدعس راسك ان شاء الله وغدا لناظره قريب
1,وفي طبقه مستقله هي البغال البشريه مثلا الاخ صاحب التغريده ادناه
0,هذا رايك ولكن نقاشنا عقيم لان الوطنيه هي كل ظفر لبناني وليس الالاف ولك حريه التبعيه لوئام
1,السيد الرئيس الكافر بشار الاسد يحتفل بعيد المولد النبوي الشريف القياده الحكيمه منحبك
0,الشيطان الاصغر
0,هه هاي قمه عربيه لمساعده دول الخليج كل عمرو هيك لبنان ورح يضل هيك ياقائد دمت لنا صوت الحق
0,اسرائيل ترد علي جبران باسيل حديثه لل سي ان ان عن حق اسرائيل هو كلام من باب تمسيح الجوخ وتبيض الطناجر ليصل الي رئاسه الجمهوريه
0,الله يستر الشارع الفرنسي اليوم من خضه راشيل كرم عم تغطي التظاهره
0,هيدا مستواك وهيدي اخلاقك
0,لماذا السكوت عن تفاهات جبران باسيل اما انتم موافقين علي خطابه بالامس اما اصبحت الدوله من اعلي الهرم الي الاسفل وما بينهما
0,طبعا جبران باسيل ولا مجال للمقارنه مع اي شخص اخر
0,وهاب اقترح عرض العماد عثمان علي طبيب نفسي
0,عهد العماله
1,الله لا يحرمك من الهبل ان شاء الله
1,رئيس روحي  ؟   تروح روحك انت وكل مين شد عمشدك مش تنعترف بدار خلده واميرها الصغير بالاول ياحبيب قلبه
0,قطر التي عمرت لبنان بعد حرب تموز انتم تجلبون الخراب للبنان وقطر تبني خرابكم شكرا والف شكرا قطر
0,صباحك ورد معالي لوزير
0,صدقني اذا كب حاله بالبحر كون علي ثقه مابيستقبله رح يبزقه عالشط محدا متحمله الا لبنان
1,عندما يغرد القرد جبران باسيل
1,معقوله امك توحمت علي حمار
0,شخص غير مسؤول بسب قطر وبشيد بالامارات لان شكلها ماديا عم تساعده
1,لغيت الاعجاب الي بالغلط بس طويطر كلب
0,اصلا الكرسي الالماني تبادل ثقافي
0,رائحه الحقد ظاهره سؤال انت من يصرف عليك
0,ياعمي بتحب سوريه روح لعندها عيش فيها صرعت سمانا فيها انا لو بدلك بروح بعيش فيها بس بتعرف انك هونيك بتكون ميو بسين
1,انا بقلك راح الي جهنم بدك تروح لعندو العمي بقلبكم
1,يلعن روحك ياهنيه علي هالتصريح الصرحتو
0,بعد ان علم ان العهد القوي قد فشل وبعد ان علم ان جبران باسيل هو وزير خارجيه لبنان
0,ما قالك الهمالالي ممنوع التملق وتمسيح الجوخ لترضي اسيادك عكل انا حا قول قولتكم الشهيره شكرا قطر
0,كلام صحيح الله يخليلنا ياك ويخلي امثالك صاحب كلمه الحق
0,قويه ياكبير
0,هل نسيت ان اب وام هذا الامير كانوا اول من زار لبنان بعد حرب وزاوا الجنوب ومولوا
0,بدك تعميل رايتينغ للحلقه  ؟   هاجم جبران باسيل او اذكر اسمه مياومو الاعلام
0,لاء وزير خارجيتنا المفصوم جبران باسيل قال ان تميم فك الحصار عن نفسه وحضر القمه
1,عفكره وجع عيني عينك واقفين مع نظام فاسد تضربو بهالمنظر كلاب جحاش
1,ولا تنسي انه قال ايضا عن مذبحه تل الزعتر اتهم الماموس النجدي وتابعه ديوس الشام وهدهده
0,و اتضحت الصوره المواطنه والعروبه بحسب جبران باسيل وتميم
1,طز ب فرنسا اوفكورس
0,جبران باسيل مندوب المخابرات السوريه وحزب الله
0,لم يستطيع الكون مواجه اسد واحد كيف اذا كانو اسدين
0,اذا كان لواء عثمان عم يدمر مؤسسات الدوله انت عم تعمل فتنه في بلد لعن الله من ايقظها
1,هذا يدور قطري مايدري ان امير قطر سلم قطر للتركي الفاسق يعني خليك مشرد
0,والله يامعالي الوزير الهيئه التانيه بتظبط اكتر
0,ماشفت احد يحب جبران باسيل الا جمهور التيار  اتفق العرب واللبنانين علي كراهيه باسيل
1,تضربو بهالمنظر ياللي عم تقطعو الكهربا عندي امتحان بكرا وبدي ادرس شو مشانكم حسبي الله عليكم بس
0,انا براي بركي بتفتحيلو للوزير جبران باسيل ملفات هوي وببطن امو   ؟   حلوه الفكره ما هيك   ؟
0,هه سبق وراينا من هم اوهن من بيت العنكبوت
0,فخامه الفراغ
0,فعلا فعلا رحم الله وسام الحسن فعلا كان يميز بين الرجال وانصاف الرجال الا انتا ما كان يلاقيلك وصف
0,اذا الله عاطيهم ذكاء بالعيله ومش عاطيكم شو ذنبهم
0,والخراب اللي في اليمن وتقسيم اليمن وتشريد شعبه وتجويع شعبه واحتلال المواني فيه مش خراب
0,وهاب عن الخواجا وتشكيل الحكومه
1,نشاركك فرحك وضحكك علي طنبر الجاهليه
0,انو طلعت صرخت الشعب اللبناني كله وقاعدين بلا شغل وتسكرت محلاتهم بسبب النازحين هلق اذا جبران
0,اضحكتني لو انت بمكانو رح تسرق اكتر يعمي لازم يكون في شغل حقيقي كل واحد يتعاقب
1,لازم يعرضوك انت علي طبيب بيطري مختص بالامراض النفسيه
0,من افاتارك يلي شكله مكسور هو انفك
1,لازم تطبي عالارض انتي وال وتبوسوا اجر جبران باسيل لان بسببه عم تحصلوا علي دعم مالي خليجي
0,تاريخنا مشرف تاريخنا معروف منا بحاجه لحدا يخبرنا عن تاريخنا
0,اي شو يعني عم تنكت او عم تخلق جو  ؟    ؟   العمي ما ابيخك
0,قويه
1,ما بيضحك للرغيف السخن مثل البهورجي ومن الخلف الستار مجرد ذنب ومرتزق
1,كل واحد درزي عايش وعمبيشتغل بقطر يلا لبرا ما بدنا ياه لنشوف اذا فيك تتحمل مسؤوليتون ياوئام
0,نصيحه احكي مع الرئيس ميشال عون او هاجم جبران باسيل مليار دولار جابو من قطر شكرا قطر
0,يجب ان يعلم الجميع ان الشجره المثمره ترشق دائما بالحجاره
0,واستنكر الحسيني في تصريح الي «عكاظ» مطالبه «حزب الله» بدعوه النظام السوري المجمده عضويته في الجامعه العربيه الي القمه
0,نحن نفتخر بسماحه الشيخ نصر الدين الغريب شيخ عقل طائفه الموحدين الدروز صاحب الايادي البيضاء ونعتز به كممثل
0,صار يرسل وفود ابن الجاهليه بس مين سامع باسمه بفنزويلا
0,لا بد ان تسقط حين يراهن العهد علي ذاك الصبي الذي وصل جائعا للسلطه ولم يساعد في اي انجاز يذكر
1,اه ياهبيله علي اساس وقت كنت انت وزير كان عنك مصلحه الوطن ياكلب
1,صفتو بمسح صرامي ع باب المطار
0,وب بس انضرب لعراق من بوش الاب مابعتو لعرب جيشهم لضرب لعراق دخلك ما كانت سوريا بيناتهم لينفي لجنرال ويوقف لحرب بلبنان
0,واذا كان العدد الوف مثلا رقم بسيط بحجم سكان لبنان سكان ضيعه فلا يعدوا لاقتصاده بشيء
1,اجواء اوروبيه بواقع صومالي زنجي حقير
1,زنجي حقير يحسب نظام العصابات ينطبق علي كل شيء
0,اكيد عم تستقوي بحدا يامحتال ولو عملا شي مره وسمي انت شيخ بعضلاتك شو بدك بخلده والاوزاعي والكوستا برافا
1,طب خود هالكلمتين كول هوا
0,افكار نازيه لابن الجاهليه
0,سعدنا بلقائكم ايها الاحبه شكرا لكم جميعا جدا للغايه قلوب متعملقه حمراء وخضراء وبنفتحيه
1,انت كول هوا
0,السيد نصرالله العلاقه مع الرئيس ميشال عون لم تتزعزع ابدا والعلاقه مع رئيس التيار الوطني الحر جبران باسيل لم تتبدل ابدا
1,سودا كلبه لول حقيره
1,بوق لايران وكلبها وعميلها حسن زميره ومؤيد لاجرامهم وتتكلم وتتهم امير قطر بدعم مايسمي الارهاب عجبي
0,شكلك قاطع الامل ما يطلعلك ولا دولار
0,جماعه التيار الله يحميك
0,عماد عثمان مفكر لبنان كوريدور بيتو
0,يحق لهم ما يحق لغيرهم
0,اذا شي ولا حدا منهن بس بعتقد جبران باسيل اكتر واحد مؤهل فيهن
0,اكيد حتي جبران باسيل لا يرضي به
0,ما بكفي الحذاء يجب محاسبتهم جميعا
0,نصرالله كلام وزير الخارجيه جبران باسيل عن ضروره حل مساله اخفاء الامام الصدر كان مهما
1,ليك ياخريو حبيبي والله ما تزعل مني بس قسم بالله سعد الحريري ما شايفك بس شايف ع طرزك كتير يلله غالوبس ينعن شكلك
0,المدن جبران باسيل مندوب مبيعات سوري
0,الوزير جبران باسيل ردا علي سؤال ان كانت التوترات علي الحدود الجنوبيه للبنان مع اسرائيل تبقيه مستيقظا في الليل
1,خراس ياششمه فرنجيه خراس واذا مابتعرف شو يعني ششمه هي بيديه مرحاض  تلئ راسك ياحقير يازباله اصلا تاريخ عيلتكن اسود متل وجك
0,فخامه الرئيس لو شي فقير عبيعمل غرفه حتي ينيم ولادو كان تمرجل عليه عماد عثمان بس هذا الزلمي اسامه شهاب عامل مشروع بدون رخصه
0,وديعه بفائده عاليه من مصلحه السياسين اكيد ليسرقوها
0,كل شخص بيفتري وبيتعرض ل سمعه جبران باسيل مفروض يتحاسب
0,يستاهل الضرب اكثر قليل عليه هل الشئ
0,اعز الله دمشق واذل طاغيتها واعوانه
1,محل ما بيحط صباطه البراند دولته ما بيحط راسه قرعتك
1,لبناني قليل الحياء يستخف بالمشاهد بس هو مع من يدفع اكثر
1,كول هوا بتعرف
0,كان ورجيتونا شي وانتو بتحرقو علم قطر
0,عاجل وزير الخارجيه اللبناني جبران باسيل امير قطر كسر الحصار الذي كان سيفرض علي القمه ونشكره علي خطوه مشاركته شخصيا
0,والله كبرت وصرت تبعت وفود
0,صرنا عاملين مسرحيه الكيماوي خمسين مره لنعطيهم ذريعه واهيه يستخدموها باسقاطه بس عبث ما عمينتهزوا الفرصه يللي عميدفعولنا
0,معليش ما رح تتشكل وكل نوابا فاشلين
1,هذا يستهبل ولا اهبل من جد
0,المسؤول في التيار الوطني الحر ناجي حايك علي خطي رئيس التيار جبران باسيل في تبرير التطبيع مع اسرائيل ناجي
1,شو وضع الاعلامي اليهودي اللي نجس الحرم المكي ياواطي ما عندك غير تسال عن اللي وصل عندنا وانتو شغلكم تحت الطاوله
0,نهبتني فامض علي اثري لا تترك بعضي لاتعاسي
0,يا حرام هالوطن شو صار متحمل
0,شكرا علي ذوقك دائما مبيضلنا وجنا الشيخ نصر الدين الغريب
0,لك سيدي احسن مو قاعدين بلا شغل
1,العمي يعميك شو جحش صحيح انك بلا حياء وما عندك ذره كرامه ياواطي
0,انت سيد الزلام واكبر الرجال ومعلم وقبضاي انا اسف اني كفرت بالذات الالهيه تبعك وقلتلك انك عم تسوي شي غلط عفوك ورضاك ياسيد الرجال ياكاسر عيون الخوانس
1,شو هل كلبي انت بطهري لسانك قبل ما تحكي عن وليد جنبلاط وعن الدروز ياواطي
1,لعما شو واطي ولو انت بشك انك درزي ابصر ما بحط بدمتي انت نذل والقناه يلي ملفيتك انذل صرمايه وليد بيك عراصك ياحشره
1,لولا تميم وجبهه النصره كان بشارك انتهي زمان يامشلخ
0,وهاب ردا علي جنبلاط اتمني عليك عدم التدخل بالتحقيق في اغتيال محمد ابوذياب وقف التضليل
1,العما بقلبو عمي شو حقير وسافل وحاقد هل واطي ولك مع الديمول ما بينهضم
1,انت ناقص تحط تسعيره علي كلامك انت ماجور حاج تحكي وتورجينا انك فهيم انت ماجور وسعرك رخيص
0,خذ حياتي يالهي
1,اهلا اهلا باوطي جنس واطي شو كنت مختفي بمدرسه تدريب الكلاب عملت دوره تعوايه ياعو
0,الاجدي بوزير الخارجيه جبران باسيل الذي يستبسل مع رئيس الجمهوريه لاعاده سوريا الي الجامعه العربيه ان يركز جهوده وجهود العهد
0,ما بقي تنقل شعر شعر ما بقي تنقل حساين
1,بدوا صرمايه تسد نيعو وكثير عليه العمي شو واطي
1,اكيد اكيد اكيد هذا ما بيتكلم من تمو واكيد فهمنا ولك تفو عليك ياشيطان
1,بدك شي شاكوش يضرب راسك ليفتح مخك  السيد مش لاكشك باجرو
1,ما يبقي بعد النظر الا البقر بعد كل مخازي ونكبات ثورات الاخوان الخرفان مازال هناك بقر
0,بدك تقنعني انو النسوان بلا مكياج مش متل الطناجر
1,تفو علي طول عمرو واطي روح نضب ياطلال ياعيب الشوم عليك بس شو بدي يحكي الواحد طول عمرك هيك رخيص
