offensive,ANOMALY,FULLTEXT
0,0,انا للاسف ما عنديش اوبشن الوسط ده يابقرب اوي ياببعد اوي ياابقي مهتم اوي يااما يبقي عندي لامبالاه خالص
0,0,ياكامل الزين ياشيخ المزاين
0,0,شكلها اشتغاله كبيره ياواد يامسلم خد حذرك اواد عشان الناس بقت وحشه جدا — يعم عادي معدتش حاجه تفرق😂😂💔
0,0,يا حبي لك يابوقبا ياافضل لاعب وسط بالعالم 🖤😍🔥
0,0,ياودي امها 💔☹ ع خبر قالوا خلاص بننهوها يااحني ياهوا  مره هدي حرب بقاء😣
1,1,وانت مال اهلك ياسمج ياللي بتتخن علي السب وقله والادب ما تخليك في حالك دا لما الواحد يحب يشتمك يقولك يامشجع نادي البوابين المختلط قلالات الادب ياللي كبيركم مرتضي وده كفايه عليك
1,0,😲😲 يامصيبتي يامصيبتي علي الفضايح ده باسيل ده طلع مافيا مش فاسد يخرب بيته
0,0,احلي فنان فلسطيني غزواي يسعدلي اياك ربي ويحميك ياطيوب ياغالي يامتواضع ياحباب احلي محمد بالكون كلو 😍😍😘😘⁦🇵🇸⁩⁦🇵🇸⁩⁦🇵🇸⁩⁦🇵🇸⁩⁦🇵🇸⁩⁦🇵🇸⁩
0,0,الراحل سعد بن جدلانيا حلو مدري ياحبيبي؛ ياحبيبي ياحلومن باب دافع الاشتياق اللي تبي منها اخترهاي والله احبك وصايب…
1,0,قوم ياماني ياخول اعمل شاي لصلاح فخر العرب الحقيقي
0,0,يااول مواعيدي يااخر مواعيديانتي فرح عمري وجرحي وتنهيدي
0,0,ياحبذا ياحبايب قلبي تعملو منشن لكل شخص ممكن يساهم بكلمه مفيده ونخلي نيتنا اننا نعمل كارما حنونه تساعد كل بريء وقع في …
0,0,وعيوننا من الشوق زادت تباكي ما كفانا ياجاره ياجاره عذاب معاكي 🎶
0,0,يااستاذ علي يااستاذ المعلقين علم احمد التعليق مش التلقيح هو بلدياتنا من فاقوس شرقيه لكن كان بيلقح كلام مكانش بيعلق علي دور ٨ افريقيا
1,0,كسي ياكسي ياشمعه منوره
1,0,انا حاولت كتير اتصور ميرور سيلفي وبيطلع شكلي زي الخرا يابختكوا ياشباب والله ⁦☹️⁩
1,0,ياتحصيلي ياملعون مانمت عشانك
0,0,و علي ذاك المودمي يالهفتي ياناه لعنبو حبه تمركز في حشاي 💛🙊
1,0,اهم شي تشطبو الصليب ياجاهل بس ياعيب الشوم عليكن ياابن الاشرفيه حمدلله نتخبت الصحناوي لانو عا بتخايل لو انتخبت واحد جاهل متلك
0,0,خذي نفس يازهرهخذي نفس يازهرهخذي نفس يازهرهخذي نفس يازهره
1,1,خلص بلدك من القمامه ياقمامه يامخلفات المستعمر يامن تتحكم فيكم ايران المتخلفه وبعدها تعال وجب معك اختك ونعطيك راينا
0,0,اه ياحوستي السودا ياانا يما
0,0,ياكرك ياشاي ياقهوه  كلهم مع بعض مينفعش 🚶🏻‍♀️
0,0,يا حرام ياديمبلي ياحرام  ضيعت الرابع
1,1,امك دلال شرموطه ياالاعرج الاصلع ياالسعودي المشعوذ ياخادم وعبد الشراميط المبقعات المدودات المدودات من الشرمطه والوساخه والكذب والنصب والاحتيال ياشبكات الدعاره والشعوذه يابلا شرف مشعوذ بلا شرف جبان وشراميط مقطعات موصلات بلا شرف ياالجبان يلي مستقوي بالشعوذه ياالمجرم 💩👣
0,0,ياجنه عيني ويا سماء قلبي  ٲحبكامي
1,0,يامتاح ياسهل يارخيص
1,0,اجل اش نقول عن البوعزيزي اللي احرق نفسه وبدا الثوره بتونس او عن الرجال اللي اطاحوا بالقذافي في ليبيا او الرجال اللي جابو راس علي عبدالله صالح باليمن او عن الرجال اللي يقاتلون بشار الاسد بسوريا الي الان    ياصغر عقولكم ياعاطفين يازلايب
0,0,صباح الخير يايا ثقل الشعور  ياثقل الايام بدونك🕊
0,0,يانورس ياابيضيا ابو قلب ابيضبحب البشر وبالخير بتنبضسحاب الشرور مكتف جناحكودمع البحور مزود جراحكوفي عقل اسود…
1,0,يافرحه قلبك يامعتز النهارده ويا سواد وشك ياسيسي ويا بن سلمان وزايد انهارده ستنفقونها ثم تكون عليكم حسره ثم تغلبون ✋💪🏻ال…
0,0,الليله ود الامين في القياده زول يغني معاه ماف كلمتكم من اسيماهو ياتعتصموا انتو  يايعتصم هو 😂✌🏿اعتصام القياه العامه الشارع بس منبر المغردين السودانين
1,0,قلتك احسن ياعلي ياجبر يامعرص
1,1,اللهم عليك بالعسكر الفجره ومن في حكمهم من حكام العرب والمسلمين الخونه والعملاء لليهود والصليبين احصهم عددا واهلكهم بددا ولا تبق منهم احدا اللهم عجل بزوالهم ياقوي ياعزيز ياجبار يامتكبر ياكافي اكفنا شر هؤلاء الكفره الفجره بما شئت وكيف شئت اللهم امين
0,0,باانتظار عيدك ياسكره المسك  يااهات مبخره
0,0,”سبحان المنفس عن كل مديون سبحان المفرج عن كل محزون  سبحان من جعل خزائنه بين الكاف والنون  سبحان من اذا اراد شيئا ان يقول له كن فيكون  يامفرج فرج يامفرج فرج يامفرج فرج يامفرج فرج فرج عني همي وغمي فرجا عاجلا غير اجل  برحمتك ياارحم الراحمين
0,0,ياصبح الجنه يااحبابها فتح القلبومفتاح البيت كما تدرون لاحبابياتركه ساعات غيابيتحت السجاده قرب ا…
0,0,واذا اتزوجوا كل واحد ينصدم من الثاني يامخدرات يامرض وراثي ويبغون يقللون من نسب الطلاق كل يوم يزيدون غباء …
0,0,اللهم امسح علي قلبي برحمه منك ولا تجعل لي حزنا يقلقني ولا هما يسرق النوم من عيني يارب يارحيم ارح قلبي ياالله بما انت به اعلم
1,1,عيطوا دم يافاسدين ياظلمه ياللي بتطلعوا بره باي تحكيم اجنبي بتتفشخواعرفتوا بتكسبوا في مصر ازيكام مليار ياسورسالجهلي واقع  الحقه
0,0,يا يوم ياحلو يابطل💙💙
0,0,يا رب اهب والدي الصحه وارزقهم من نعمتك واغفر لهم جميع ذنوبهم واعفو عنهم انك انت عفوا رحيم ويا رب ارحمهم برحمتك ياارحم الراحمين
0,0,انا ما ادري علي اي اساس تم اختيار المعلق الداخلي لملعب الجوهره  ؟  هو ياواسطه ياواسطه اقسم بالله ما عمري حضرت الملعب الا يغلط في اسماء اللاعبين وطريقه نطقها وبلاوي الهلال الاهلي الهلال الاهلي
1,0,محمد بن سلمان بين شعبهانا زعلانه منك يامحمد بن سلمان يامز انتا مديري اجنبي واحبه ليش تخليها سعوده  انا تحطمت نفسيا وروح…
0,0,احيانا تحس الحياه تقول  ياانا  ياانت
0,0,ياحبيبه خاطري ياجنه الدنيا ياروح قلبي ياضلعي الثابتٰ وعيني اليمني انت
0,0,دي ليختت ياوحشش ياحظ النادي الي بياخذه
0,0,يارب استودعناك قبورا ضمت اغلي ما فقدنا اللهم انرها بنور الجنه واجعلهم راضين مرضين ضاحكين مستبشرين بما هم فيه من نعيم وترف ياحي ياقيوم ياارحم الراحمين
0,0,يا نور عيني وانت صبحي وظلماي يا فرحتي ياسلوتي ياضحايه ❤️
0,0,صباح ومساء الحب والعشق والموده والرحمه والغرام والاحتياج ليكي وبس اوي ونفسي فيكي زوجه وحضن وحصن وادخل جواكي قوي ومخرجكش منك ابدا ولا لحظه واضمك في روحي للابد عايزك ياموني ياوطني وحضني وحصني وكلي😘❤️🌹
0,0,يالله ياعلام الغيوب ياغفار الذنوب ياستار العيوب ياكاشف الكروب
0,0,اللهم فرج عنا وعن كل مكروب واقضي ديننا وكل مديون يارب السموات والارض ياحي ياقيوم امين امين 👆🏼👆🏼👆🏼🇰🇼 اسقاط القروض ل…
0,0,يانصف شعبان يايوما فقدت بهابيضياء حياتي دون انذارستون شهرا والامي تمزقنيوالبؤس يمتص الواني وانواريوالله لولا صلات…
0,0,يا مساء الخير متاخر ياعود والع متبخر كل ما اقول بحبك الاقيك نايم وبتشخر  😴😂عندما يكتمل القمر
0,0,الرحابه    يوم ادور ل الرحابه   يوم صدري ضاق ب الجرح وزهابهوالله انها عند ربي  جل ربيما قفل عن حاجه المحتاج بابه ادلهي ياعين  ويا نفس استكنيالليالي غيبها    ما يندرا به     ما تضيق الا وعند ال
0,0,فاني قريب عمق الامان في كلمتين✨ ياقريب ياالله✨ اللهم صل علي الحبيب محمد وعلي اله وصحبه وسلم تسليما كثيرا💟
0,0,يا سكره المسك يااهات مبخرهتاتي وتذهب مثل الغيم في راسي
0,0,⚘اشتاق لانفاسك وعطرك ومبسمك واوله علي احضانك ونظره عيونك  ياعلني ياقبله الروح ما اعدمك  فانا حياتي وش تساوي بدونك ⚘
0,0,يااستاذ ابراهيم يامحترم لم يكن الحكم هو سبب عدم تاهلنا نحن لم ولن نكون مثل الاخرين يوجد تقصير قوي في الفريق الاول يجب تداركه قبل فوات الاوان الاهلي من بعد جوزيه لم ياتي اليه مدرب يعرف من هو الاهلي ومن بعد جيل تريكه وبركات ومتعب وباقي زملائهم ل
0,0,يانادر الاوصاف ياعذب اللميياللي ضلوعي من بعادك تنحنيارحم بصيرن شاف زينك وانعميولا عاد يشوف من البني غيرك بنيركبان ش…
0,0,يا ملا الجنه ياعبطا اسال الله ان يرزقها الفردوس الاعلي
0,0,يا اجمل من هويت يااول واخر حب
0,0,يقول لي يادانه ياحلوتي  اضحكي اقواس فمك حدايق ورد
0,0,ويبارك فيك ويحفظك ياابو اسلام يامحترم يامعشوق الاهلاويه
1,1,حسبنا الله ونعم الوكيل فيكم ياسعوديه ويا امارات وياحفتر ويا سيسي اللهم انا نجعلك في نحورهم ونعوذ بك من شرورهم اللهم اكفناهم بما شئت وكيفما شئت
0,0,ياقلبك الطيب ياخديجه 😂😂
1,0,تعالي خاص وانا افشخ شخارير كوسك ياقحبه ياشرموطه يامنيوكه
0,0,ما تخلون اسلوب الشحذه     حبيبي اللي بيجي حياه الله فريقه ولا يحتاج طلبات اما قولت  ياجمهور الشمس ياجمهور العالمي  فريقكم محتاجكم هم عارفين الشي هذا وبالتوفيق للنصر وفاله الدوري  ان شاء الله
1,0,الحمدلله علي نعمه العقل  ياملحد ويا كافر وكلام فيهو تبلي علي الناس  انتا منو البتكفر بي مزاجك وملحدين…
0,0,ديخيا ياروحي ياروحي ياروحي
0,0,كل حاجه   منتهاها   للنصيبالقدر   يايا صلك ياتاصله ان كتبها الله تجي لك من قريبوان منعها الله فلا هي حاصله
0,0,جيت اصافحك وقبلك ياالغلا قومصحصح فديتك يابعد كل من لييسعد صباحك ياصباح التباشيريا اللي معك حققت كل الامانييمكن يكون الصبح مع طلتك غيربس الاكيد ان طلتك صبح ثانالا ياصباح الخير يااللي صباحك غيريصبح علي الخير مع وجهك الباهيتعال صبحني واصبحك بالخير
0,0,يا شهر ابريل يااسعد ايام عمري❤️❤️
0,0,ياحبكم للدراما ياالبنات هه هه
0,0,وظني فيك ياربي جميل  فحقق ياالهي حسن ظني جمهور الاهلي يساند الخطيب
0,0,يا حب يادنيا جديده يااحلي ابيات القصيده
0,0,يازين صباحك ياناصر 😍💛
0,0,الحريم في البيت 👧 ياراسي  يارجلي  ياظهري وفي السوق تشوفها ميسي في هجمه مرتدهوالرجال في الرحلات 👨يصير منال الع…
0,0,يا ماليني ويا محليني يامني وفيني ♥️
1,0,هذي في اسيا ياحمار ياكلب ياجرثومه
1,0,والله يافرخ لو مو الاهلي اللي فك الباب ما كنت شفت الصداره يامحلي يازعيقي ياطاقيه والتعاون هو من راح يبكيك
0,0,الف سلامه عليك يابن عمي وان شاء الله ترجع بالسلامه واقوي من الاول ولو مستعجل خد رجلي مشي نفسك بيها هي عايزه ظبط زوايا بس تمشي والله ❤بحبك والله اكتر من ناس كتير في حياتي واول ماتش ليك دخلت قلبي وحبيتك جدا الف سلامه ياعالمي يارايق ❤❤
0,0,ويسگت المسكين ما يحب الازعاج ومن ضيمهن يون تسعين ونه يقول يامعبود ياوالي الافراج ارحم اللي بگيدهن عذبنه والله تبدلت…
0,0,الله يبارك فيك ياشيخ علي ياحبيب الكل وهذا الانجاز انتم اهم اسبابه
0,0,تعبت من كتر ما بزنق نفسي اللي هو الجامعه بتديني وتتيح الفرصه اني اتزنق يادوب اخلص الكويز اخد اسبوع اجازه اقضيه يامذاكره يااكتيڤتي واخش هوبا ف الكويز التاني واثناء الكويز التاني المعيدين حبك يعملوا امتحانات شامله زي ثانويه عامه لا وعليها درجات   والعملي داخل اهو واللي هو 👇🏻
0,0,سهران ياليل حيران ياليل  ياليل ياليل ياليل  هو قالها كتير في الاغنيه بقي 😂
0,0,ما ننساك مهما صرايا اللي علمتينا الاسلوبيا المعلم بالفطرهيا فنان يامحبوبالظلمي الله يرحموعشق الخضراء في دمو
0,0,ياابو ثلاثه ياابو ثلاثه      والمشكله ثلاثه مع الرحمه بيكيه وديمبيلي كانو يتصارعو ع الهدف الرابع 😂
0,0,انجزت كتير اليومين اللي فاتوا في الشقه بس كله طلع علي جتتي اه ياعضمك ياقرمط اه يارقبتي اللي تلوحت 😐
0,0,انا كنت ف مدرسه قوميه ياميس ياسير 😀بعدين كل مدارس القوميات زيغت ف الفرنش😀😀
0,0,رضي الله عنكم ياسيدنا الصادق الصديق ياصاحب الطريق ياثاني اثنين
1,0,الاهلي ليه كام ضربه جزاء ياكلاب الفلوس ياعبيد الشوال
0,0,طب يامدني ياديمقراطي  ممكن تقول لنا هو فين  التيار المدني الديمقراطي الجذري من يوليو ٢٠١٣  ؟  ؟  و باماره ايه الا…
0,0,عمري ما حبيت وانحبيت يااحب وما انحب ياانحب وما احب
1,0,اللي يحرق براد العاله امتع امه وين يهرب منها😂😂ياناري ثالث براد نحرقه 💔😢نهارات الحرف لعند نخشو رمضان بتقعد تعزر فيا يابايره ياتنباله يلي ما ينعبا عليك 🙉وين بمنشي لين تهدا😁😬😬
0,0,الله عليك ياراقيه يابراء تبهريني ياحلوه🌻🔝
0,0,ياواد انت ياجامد 😂😂
0,0,ليه تتركني وصوتي تقطع من بكايجعل يسقي يوم اشوفك ياربعي ياهلي عادني ب اموت والله يجيبك في عزايلين حتي مثل ابكيتني  تبكي…
0,0,والله شوف ياطلال ياحبيب قلبي انتم رضيتم او ما رضيتم السيتي ما يوقفه الا ربنا
0,0,قحطان ياساس العربقحطان يامزبنه الدخيلقحطان يااهل المدات السخيهقحطان ياعوال الشايب شايبكم ينخاكم لا تخلونه دخيلكم شا…
0,0,الهلال الاهليارتفع ياموج واطغي يابحر 💙ويا هلال المع علي ضوالنجوم 💙ما نحب خشوم وندور ظهر ✋ فوزنا دايم يجي بدق الخشوم💪
1,0,اها ياحكم يبن الكلب ياوسخ اها
0,0,اعتقد لو يستمر للموسم الجاي بنكون ياوصيف يابطل الدوري
0,0,انا يااكمل دراستي او يااكمل حياتي  ’
0,0,ياينتهي كل هذا ياانا الي بنتهي
0,0,الف الف الف مبروك للمعيوف فقط قاد الهلال لوحده في الدوري والعربيه ياكثر جمايلك ياعبدالله الهلال الاهلي
0,0,انا عن اهل الحكي والوقت وازعاجهيا كبر عقلي  ويا صبري ويا طيبي
0,0,اللهم اني استودعتك ما حفظت وما قرات فرده لي وقت حاجتي له  يارب يثبت ياكريم يثبت تقفه اثبت 🦉🌟👏🏻
0,0,ياعيني ع الصبر ياجميل انت ياجميل 👌😂😂
0,0,اها والله ياويليام يااخويا 😅💔
0,0,مشي معي وعديقائد الجيش سابق رئيس وزرا سابق وزير دفاع وزير داخليهوزير خارجيهوشي ٥ وزارات تانين كمان نائب سابق رئيس جمهوريه ما شالله ياهيك الشغل يابلا اليك يارب نطلبشي فتفوتي من هل الشي😁
1,1,الاسرئلين هما الي خلو البطاطس المحمره تقرمش قول بقي انك مش مصدق يامعادي للساميه ياعنصري ياارهابي يانازي ياابن الكلب
0,0,مش كفايه يامصطفي يافتحي كده ولا لسه فيه كمان
0,0,يا بدايات المحبه يانهايات الوله كيف قلبي ما احبه وانتي قلبك صار لهيا اعذب من الامنيات ياعالم من الاغنيات يااجمل الشعر البديع من اخره لين اوله
0,0,الله يرحمك ياجدي ياحبيبي وحشتني واجد ادعو له بالرحمه🙌
0,0,ياهلا بيك ياالغاليه يسعدلي قلبك وعمرك ان شاء الله بارك الله فيك♥️♥️🌹
0,0,يا حلو مدري ياحبيبي  ياحبيبي ياحلومن باب دافع الاشتياق الي تبي منها اختره ⠀اي ولله احبك وسايقني علي حبك غلو اشد من غلو التزام الدين عقب الهستره ♥️
0,0,اعرف الميموني يامطيري ياشمراني ما قد سمعت انهم يرجعوا لشهران
0,0,اللهم يامحي يامميت نسالك بكل اسم هو لك ان تجعل الموت له راحه من كل شيء وتبدله بدار خيرا من داره وتجمعنا واياه عند عرشك العظيم
0,0,يا شذي روح المولع يادوا الكبد النضيجيا ابتسامه وجهي اللي من زمان موادعهيا حبيبي لا تسوي بي سواه ابناء الخليجلا تقاطعني وانا ما في حيل مقاطعه💛
0,0,اللهم انا نسالك يارب المدد والعون والغوث في كل خطوه في حياتنا وافتح لنا يارب ابواب الرزق يافتاح ياعليم يارزاق ياكريم
0,0,اللهم يامسهل الشديد ويا ملين الحديد ويا منجز الوعيد ويا من هو كل يوم في امر جديد اخرجني من حلق الضيق الي اوسع الطريق
0,0,🌷رفعت كفي نحو عطفك داعيا وعلمت انك لا ترد دعائي  ياقاضي الحاجات  ياكاشف الكربات  يا مجيب الدعوات  يا غافر الزلات عافنا واعفو عنا اللهم فرج همومنا  واشرح صدورنا  واصلح احوالنا  وحقق امالنا  واشف مرضانا  وارحم موتانا  واسعد قلوبنا  واجعلنا من المقبولين عندك  🌹
0,0,❤️اسالي يابلادي عن حبي ياساكنه في عروقي وقلبيانا مهما اشرق واغرب مهما ابعد اتاريني بقربواملي كفوفي من النيل واشرب حلوه الميه لو مصريه💕🌷❤️بلدي بلدي يابلدي❤️🌷  الابنودي
0,0,ياعالم الغيب ياسامع دبيب النمليا منبت الحب يامحصيه يافالقهيا رب تمهل لنا لين الدموع تهملمن خشيتك ياكريم رحمته سابقهويا رب تجعل خواتمنا صلاح العملندعيك ونفوسنا بذنوبها غارقهويا ربنا لا تحملنا  مالا نحتملما دايم الا انت لا ضاقت بنا الضايقه
0,0,١٤ ياكل ناسي ويا اغلاهم🥺💘
1,0,تعب مليون🙂🔥💔💔لكن ياانا ياانتي ياحماره
0,0,يلا يايحيي يلا يايحيي   مود اكتفيتد ✔
0,0,السلام عليكم اللهم اني اسالك برحمتك ياحي ياقيوم ياحي ياقيوم ياحي ياقيوم انا عبدك وهاذا الذي امامك هوا عبدك لا اله الا انت بين يديك انت الشافي المعافي اشفئ يالله يالله يالله برحمتك وعفوك ورضاك ولك الفضل والمنه وانت اهل هاذا الفضل العظيم ياعظيم
0,0,يا جدعان ياريت الي يشوف الحلقه ميحقش حاجه
0,0,ياعمرري ياجلاد ياعمري ياموسي 🔥💙💛
0,0,انا يااضحك يااتكلم 😂
0,0,تعال ياحسينوه ياتعال لعمك
0,0,انا ومنه كنا بنمشي ف الشارع نغنيها سوا 😂♥️♥️🎶 ايام 💙 ياشمس يامنوره غيبي وكفايه ضيك ياحبيبي ودي ياليالي وجيبي ولا الاقي زيك ياحبيبي ♥️🎶🎶
0,0,كل سنه وانت طيب ياحمزاوي ياكبير ونسمع عنك كل خير يارب دايما
0,0,يازينك  يازينك  يازينك  يازينك  يازينك
0,0,المواجهه مهما كانت مربكه ومخيفه وصعبه هتفضل احسن ١٠٠ مره من الهروب كل اللي هربوا انتهوا وكل اللي واجهوا يانجحوا يانالوا شرف المحاولهويكفيهم نظرتهم لنفسهم حتي لو محدش قدر محاولتهم دي
0,0,وانت وانا ياحبيبي انا ياحياتي انا
0,0,حد بيسال علي جروب الدفعه اذا كان في امتحان في السيكشن بيردوا عليه باسئله ايه ده مين قال كده امتحان بتاع ايه جبت الكلام ده منينو اللي هو يامثبت العقل يارب 🤦🏻‍♀️😂
0,0,كان فيه مشجع اتحاداوي في السعوديه فيه لقاء قال الاتحاد ياهياخد الدوري ياهيحدد مين هياخد الدوري  انا بضيف عليه عندنا ف…
0,0,ياكافيني عن الناس ياكل الناس بعيوني ❤️
1,0,يا تحكيم ياابن الشرموطه
0,0,يا خيبه ظنونيو ياكبر القهر ودي اقول ل دوره الارض اوقفيلا تبدي اعذارك انا اللي بعتذرو استسمحك باقي سنيني واختفيقلبك قدر يجرح و قلبي ما قدر سكت وسكوتي علامه ل النفيمن عاده الدنيا ومن طبع البشر ضريبه الخذلان يدفعها الوفي
0,0,اللهم رب الناس اذهب الباس واشفها شفاء  لا يغادر سقما  ياكريم ياعليم يارب العرش العظيم🤲
1,0,يا فيروز يابنت الكالب
0,0,انا مش بكره حد والله يابحبك ياانت مش ف دماغي اصلا
0,0,وتزار يااخي ياقلبك ياقوك يااخي وبكيفك ويحسبون عليك بلنتي وتفوز
0,0,ياالله ياالله ياالله
0,0,صلاه النبي عليك يادكتره ياابو الدكاتير يامدكتر انت  اديها باطل تديك اطمن تديك تراوه واحبك يافننس
0,0,يااغلي من ايامييا احلي من احلامي خدني لحنانك خدنيمن الوجود وابعدني بعيد بعيد انا وانتبعيد بعيد وحدينا ع الحب تصحي…
0,0,ياحلو انت يامميز ياجميل 💋😍
0,0,اطلع امشي القياده عشان اخوانا الشهدء الماتو عشان الاعتقلوهم عشان كل مواطن اتهان واتذل جوه بيتو بسببهم عشان يانجيب حقهم يانموت زيهم لم قلناها ما قلناها من فراغ لم تسقط بعد
0,0,منتظر ميلادك يااكثر اهل الارض طيبه قلب واسرار دفينه  يااختياري لا ياعشواء اختياري ياوجه لا شفته امتلي صدري رحابه❤️
0,0,امي يانيه السلام ياطمانينه قلبي
0,0,خلص صيف عزيز ياجماعه 🍉يبارك فيك يارب 😍 يارب يارب 😍
0,0,ياشديد ياقوي 👏🏻👏🏻👏🏻👏🏻👏🏻 ياعنيف
1,0,يابن الكلب ياحمار يامتخلف ياغبي ياوسخ ياخرا فاك يو فاك يو رجع
0,0,ركز في خدمتك ياجندي يامقاتل وابعت اي حاجه علينا 😂😂
0,0,الي كل ام عظيمه انجبت ذكرا فاصبح انثي من حيث لا تعلم الله يعوضج ياخالتي ياخساره الحمل والتعب فيه😢
1,0,امش ياقذره ياالاء 😂💔😂💔😂 اهون عليكي ياسطا ا خلاص  ايوا امنيه اللي طمرت فيها العشره 😌❤❤
0,0,يارب ياحي ياقيوم يامن يجيب دعوت المظطر اسالك بنور وجهك وعظيم سلطانك انك تحفظ المملكه العربيه السعوديه وتحفظ الملك سلما…
0,0,يا٢٠ يا٢٥ مو اكيد ٢٥
0,0,ما هذا يااهلي ما هذا يامارد انه الاهلي المصري يساده اسالوا عنه العزيز جوجل والداهيه اليوتيوب والفيلسوف الفيس…
1,1,ياعبير ياالدليميه لا تدعين لهذا الشيعي الحوثي المتعصب الي اسمه الشرفي حسين ان كنتي من اهل السنه والجماعه
0,0,شعب السودان في قلب سلمانطيب ياشطار ياابطال متي نكون نحن السعودين في قلب سلمان
0,0,ياعايشه فيني  ياباقيه في روحي مهما حصل
1,0,يا راجل ياحمار هو عمك السيسي محتاج عياله يعملوله حاجه كلنا شعب مصر العظيم  عدا الحمير الخونه اللي زيك طبعا كلنا ولاده وها نجيبه يحكم ويذل الخونه امثالك لغايه  وبالامر وغصب عنه احنا عايزينه ياحمير يازباله ياابناء جهاد النكاح اخي طلعت حمار كبير مش راجل كبير اتفو ع
0,0,وانت طيب وبخير ياحسان ياصاحبي وكانت احلي ايام واحلي صحبه والله ⁦❤️⁩⁦❤️⁩
0,0,يامحترم يامحترم يامحترم يامحترام
1,0,الريبليز كلها عباره عن نفس الافيه المقرح شبهكم ياعالم يامتناكه دي لو تجربه اجتماعيه فهي بينت حاجات كتير نيك قذره في مج…
1,0,يا ناس ياعبط ياعشمانين في فرصه تانيه للقا بطلوا اوهام بقا وكفايه اوهام واسمعوا عيشوا بزمه وودعوا كل حاجه بتعملوها وكل حد بتشوفوه وكل كلمه بتقولوها وكل لحد بتسمعوه 🎶💕
1,1,يااللي فوق يا اللي فوق اررفق علي الهلاليا اللي فوق
0,0,اللهم يامسهل الشديد ويا ملين الحديد ويا منجز الوعيد ويا من هو كل يوم في امر جديد  اخرجني من حلق الضيق الي اوسع الط…
0,0,واصله ب ٥٠ جنيه ماتزوقيني ياماما قوام ياماما بتشغل الشاحن والسماعه مع بعض انت اكيد معاكي  علشان انا بتضايق بردو من الموضوع ده
0,0,ايه ياسميه مش كدا ياماما كخ 😂😂
0,0,ياتاج راسي وعكازي ياصاحبي يانعمه السند❤️👬
0,0,يشتكي يشتكي شكوي مافيها كلام يبتعد يبتعد خطوه وبرده الغرامعمري كلمهكلمه بليل السوالفعمري بسمه بسمه فوق احلي شفايفاه ياليل اه ياليل السوالفاه ياليت اه ياليل الشفايفماني عارف شنهايه اه لوتدرين شكثر من ليالي الشوق هايمعمري بسمهبسمه فوق احلي شفايفعمري كلمهكلمه بليل السوالف
0,0,بتجنن شعنينه مباركه ياعسل انتي ياسكره ميرسي اوي ربي يخليك يارب وينعاد عليكم بالخير واليمن والبركات والمحبه والسلام يارب 🙏🙏
0,0,يا رموش قتاله وجارحه يابويا وعيون نيمانه وسارحه ياعين 🎵
0,0,ياسلام سلم يااتحاد 😂
0,0,ياغالين عليا يااهل اسكندريه صباحو 😊
0,0,يا اسطوره يامجنون❤️❤️ برشلونه مانشستر يونايتد
0,0,ياوهاب ياباسطيغالبني القلق وتغلبه رحمتك
0,0,يافاروق يااششف 😂😂
0,0,دي فتره انتقاليه ما ممكن تكون سنه ياسنه ياسنتين كحد اقصي
0,0,انتي ياست يالئيمه  انا عارف الحركات دي كويس 😂😂
0,0,ياكابتن هيثم ياعظيم والعظمه لله 🖤
0,0,يا جمر الامس ياباكر رماد
0,0,ايها الناس نحن من نفر عمرو الارض حيث ما قطنوا يذكر المجد كلما ذكروا وهو يعتز حين يقترن   يابلادي بلادي يابلادي 🇸🇩✌🏽
0,0,قسم بالله ان رئيس الهلال هو وزوران هدفهم تدمير الهلال وعبثو فيه وقلتها من قبل وبقولها الحين اذا استمروا الاثنين لن يحقق الفريق بطوله الدوري وابطال اسيا وهي املنا الاخير اين انتم يارجال الهلال يااعضاء الشرف وينك يابندر بن محمد الهلال الحين بامس
0,0,ما يارب يااخف يااموت ايهما اقرب يعني
0,0,يا رب يامن له الحكم واليه المصيراطلبك يارب في خير العمل وارتجي  تكفيني من الحياه وشرها المستطيرلاصار غرتني الدنيا بصوت…
0,0,يا وجه العافيه ياسيد الابتسامه الحلوه
0,0,ياهلا بيكم يااحبتنا 💓💓
0,0,انتظاري طال ياحلو التثني يا مليح الروح ما هذا التجني 💔
0,0,♦♦♦ الدوري السعودي ♦ تقدم الاتحاد  ☺♥  عالمي ياولد سهلها ياكبير 😍 النصر والاتحاد مباشر ⚔⚽⚔ ⚽…
0,0,يابياضه ياشواف النتيجه طلعت خلاص وكل اللي بيحصل شو مش اكتر علشان العالم اللي بيتفرج علينا
1,0,اصنام ياابن الرقاصه ياابو شحاطه اصنام ياصرمايه انت واللي خلفوك ياكلب ياابن الحرام ياخنزيروالله انت كنت رجل لاقيني مطرح الاصنام لفرجيك كيف بيكونوا الاصنام ياابن الكلب تفه
1,1,موتو قهر يافقراوي ياحسود تري من كثر ما تحسد الهلال تدخل بنيته تقول عليه ظلالم علشان هلون ربي مهو موفقكم خلوا نيتكم زينه نصيحه
0,0,يااسود ياسواد الليل  يالون المسك والعنبرشبيه المشتري وسهيل  ومن حقه اذا تكبر عرفت البيض انا والسمر  بياض قلبك يكفينيفداك الروح وكل العمر  يااحلي لون في عيني
1,0,يلا ياسعفان ياابن الچزمه ابعد عن الچاموسه يلعن م
